ID,名称,枚举类型,显示控制（0=默认全部可见  8=全部不可见 ）,参数值类型
3820001,方块类型,382,0,转换道具（1）
3820002,掉落物,382,0,转换道具（1）
3820003,掉落物类型,382,0,转换道具（1）
3820004,投掷物,382,0,转换道具（1）
3820005,投掷物类型,382,0,转换道具（1）
3820006,装备类型,382,0,转换道具（1）
3890001,所有玩家,389,0,所有对象
3890002,所有生物,389,0,所有对象
3890003,所有投掷物,389,0,所有对象
3890004,所有掉落物,389,0,所有对象
3890005,所有实体,389,0,所有对象
3890006,所有区域,389,0,所有对象
3900001,完整工匠台弹框,390,0,玩法弹框
3900002,不完整工匠台弹框,390,0,玩法弹框
3920001,所有,392,0,所有状态
3920002,所有有益,392,0,所有状态
3920003,所有有害,392,0,所有状态
3930001,方块类型,393,0,转换道具（2）
3930002,掉落物类型,393,0,转换道具（2）
3930003,投掷物类型,393,0,转换道具（2）
3930004,装备类型,393,0,转换道具（2）
3940001,所有玩家,394,0,所有角色
3940002,所有生物,394,0,所有角色
3940003,所有角色,394,0,所有角色
3960001,偶数,396,0,数值类型
3960002,奇数,396,0,数值类型
3960003,质数 ,396,0,数值类型
3960004,整数,396,0,数值类型
3960005,正数,396,0,数值类型
3960006,负数,396,0,数值类型
3970001,举枪,397,0,角色持枪行为
3970002,腰射,397,0,角色持枪行为
3970003,腰射开火,397,0,角色持枪行为
3970004,腰射手动上膛,397,0,角色持枪行为
3970005,持枪冲刺,397,0,角色持枪行为
3970006,瞄准,397,0,角色持枪行为
3970007,瞄准开火,397,0,角色持枪行为
3970008,瞄准手动上膛,397,0,角色持枪行为
3970009,腰射换弹,397,0,角色持枪行为
3970010,腰射空仓换弹,397,0,角色持枪行为
3970011,检视,397,0,角色持枪行为
3980001,玩家类型,398,0,预制类型
3980002,生物类型,398,0,预制类型
3980003,掉落物类型,398,0,预制类型
3980004,投掷物类型,398,0,预制类型
3980005,区域类型,398,0,预制类型
3980006,实体类型,398,0,预制类型
4000001,=,400,0,是否等于
4000002,≠,400,0,是否等于
4010001,行,401,0,行列
4010002,列,401,0,行列
4040001,当前血量,404,0,角色属性
4040002,血量上限,404,0,角色属性
4040003,每秒血量恢复,404,0,角色属性
4040004,行走速度,404,0,角色属性
4040005,疾跑速度,404,0,角色属性
4040006,游泳速度,404,0,角色属性
4040007,飞行速度,404,0,角色属性
4040008,跳跃力,404,0,角色属性
4040021,视野范围,404,0,角色属性
4040022,攻击距离,404,0,角色属性
4040023,攻击力,404,0,角色属性
4040024,近战防御,404,0,角色属性
4040025,远程防御,404,0,角色属性
4040041,当前体力,404,0,角色属性
4040042,体力上限,404,0,角色属性
4040051,重力值,404,0,角色属性
4040055,当前饥饿度,404,0,角色属性
4040056,饥饿度上限,404,0,角色属性
4040060,当前氧气值,404,0,角色属性
4040070,星星数,404,0,角色属性
4040071,经验值,404,0,角色属性
4060001,行走,406,0,移动方式
4060002,飞行,406,0,移动方式
4060003,游泳,406,0,移动方式
4060010,根据环境自动调整,406,0,移动方式
4070001,行走,407,0,移动能力
4070002,飞行,407,0,移动能力
4070003,游泳,407,0,移动能力
4080000,移动能力总开关,408,0,角色权限
4080001,行走,408,0,角色权限
4080002,飞行,408,0,角色权限
4080003,游泳,408,0,角色权限
4080004,潜行,408,0,角色权限
4080005,疾跑,408,0,角色权限
4080006,跳跃,408,0,角色权限
4080020,方块能力总开关,408,0,角色权限
4080021,交互方块,408,0,角色权限
4080022,摆放方块,408,0,角色权限
4080023,破坏方块,408,0,角色权限
4080030,道具能力总开关,408,0,角色权限
4080031,使用道具,408,0,角色权限
4080032,拾取道具,408,0,角色权限
4080033,丢弃道具,408,0,角色权限
4080041,普通攻击,408,0,角色权限
4080100,可受伤,408,0,角色权限
4080101,可被杀死,408,0,角色权限
4080102,可死亡掉落,408,0,角色权限
4080103,可切换快捷栏,408,0,角色权限
4080104,可旋转摄像机,408,0,角色权限
4080105,可被举起,408,0,角色权限
4080106,被举起时可用道具,408,0,角色权限
4110001,站立,411,0,运动状态
4110002,行走,411,0,运动状态
4110003,奔跑,411,0,运动状态
4110004,游泳,411,0,运动状态
4110005,跳跃,411,0,运动状态
4110006,潜行,411,0,运动状态
4110007,落地,411,0,运动状态
4110008,飞行,411,8,运动状态
4140001,日志,414,0,日志级别
4140002,警告,414,0,日志级别
4140003,错误,414,0,日志级别
4170001,举起,417,0,抓举角色
4170002,投掷,417,0,抓举角色
4170003,放下,417,0,抓举角色
4170004,脱离举起,417,0,抓举角色
4180001,举起的,418,0,举起的角色
4180002,被举起的,418,0,举起的角色
4260001,举枪,426,0,角色持枪行为
4260002,腰射开火,426,0,角色持枪行为
4260003,腰射手动上膛,426,0,角色持枪行为
4260004,持枪冲刺,426,0,角色持枪行为
4260005,瞄准,426,0,角色持枪行为
4260006,瞄准开火,426,0,角色持枪行为
4260007,瞄准手动上膛,426,0,角色持枪行为
4260008,腰射换弹,426,0,角色持枪行为
4260009,腰射空仓换弹,426,0,角色持枪行为
4260010,检视,426,0,角色持枪行为
4270001,冒险模式,427,0,游戏模式
4270002,玩法模式,427,0,游戏模式
4280001,商品详情,428,0,商品弹框
4280002,商品购买,428,0,商品弹框
4280003,开发者商店,428,0,商品弹框
4280004,商店指定分类,428,0,商品弹框
4280005,购买页指定分类,428,0,商品弹框
4280006,开发者商店-仓库,428,0,商品弹框
4290001,数值,429,0,任意组类型
4290002,字符串,429,0,任意组类型
4290003,玩家,429,0,任意组类型
4290004,生物类型,429,0,任意组类型
4290005,生物,429,0,任意组类型
4290006,方块类型,429,0,任意组类型
4290007,道具类型,429,0,任意组类型
4290008,区域,429,0,任意组类型
4290009,计时器,429,0,任意组类型
4290010,位置,429,0,任意组类型
4290011,布尔值,429,0,任意组类型
4290012,特效类型,429,0,任意组类型
4290013,投掷物,429,0,任意组类型
4290014,掉落物,429,0,任意组类型
4290015,元件,429,0,任意组类型
4290016,图片,429,0,任意组类型
4290017,对象,429,0,任意组类型
4290018,角色,429,0,任意组类型
4290019,状态,429,0,任意组类型
4290020,音效,429,0,任意组类型
4290021,外观类型,429,0,任意组类型
4290022,实体,429,0,任意组类型
4290023,实体类型,429,0,任意组类型
4300001,数量,430,0,道具格子属性
4300002,耐久度,430,0,道具格子属性
4300003,韧性,430,0,道具格子属性
4320001,天,432,0,时间单位
4320002,小时,432,0,时间单位
4330001,玩家,433,0,排行榜类型
4330002,名称,433,0,排行榜类型
4350001,数值,435,0,任意值、组类型
4350002,字符串,435,0,任意值、组类型
4350003,玩家,435,0,任意值、组类型
4350004,生物类型,435,0,任意值、组类型
4350005,生物,435,0,任意值、组类型
4350006,方块类型,435,0,任意值、组类型
4350007,道具类型,435,0,任意值、组类型
4350008,区域,435,0,任意值、组类型
4350009,计时器,435,0,任意值、组类型
4350010,位置,435,0,任意值、组类型
4350011,布尔值,435,0,任意值、组类型
4350012,特效类型,435,0,任意值、组类型
4350013,投掷物,435,0,任意值、组类型
4350014,掉落物,435,0,任意值、组类型
4350015,元件,435,0,任意值、组类型
4350016,图片,435,0,任意值、组类型
4350017,对象,435,0,任意值、组类型
4350018,角色,435,0,任意值、组类型
4350019,状态,435,0,任意值、组类型
4350020,音效,435,0,任意值、组类型
4350021,外观,435,0,任意值、组类型
4350022,实体,435,0,任意值、组类型
4350023,实体类型,435,0,任意值、组类型
4350024,数值组,435,0,任意值、组类型
4350025,字符串组,435,0,任意值、组类型
4350026,玩家组,435,0,任意值、组类型
4350027,生物类型组,435,0,任意值、组类型
4350028,生物组,435,0,任意值、组类型
4350029,方块类型组,435,0,任意值、组类型
4350030,道具类型组,435,0,任意值、组类型
4350031,区域组,435,0,任意值、组类型
4350032,计时器组,435,0,任意值、组类型
4350033,位置组,435,0,任意值、组类型
4350034,布尔值组,435,0,任意值、组类型
4350035,特效类型组,435,0,任意值、组类型
4350036,投掷物组,435,0,任意值、组类型
4350037,掉落物组,435,0,任意值、组类型
4350038,元件组,435,0,任意值、组类型
4350039,图片组,435,0,任意值、组类型
4350040,对象组,435,0,任意值、组类型
4350041,角色组,435,0,任意值、组类型
4350042,状态组,435,0,任意值、组类型
4350043,音效组,435,0,任意值、组类型
4350044,外观组,435,0,任意值、组类型
4350045,实体组,435,0,任意值、组类型
4350046,实体类型组,435,0,任意值、组类型
4400001,玩家,440,0,对象类型判断
4400002,生物,440,0,对象类型判断
4400003,区域,440,0,对象类型判断
4400004,投掷物,440,0,对象类型判断
4400005,掉落物,440,0,对象类型判断
4400006,实体,440,0,对象类型判断
4410000,全部,441,0,道具分类
4410001,植物方块,441,0,道具分类
4410002,液体方块,441,0,道具分类
4410003,自然方块,441,0,道具分类
4410004,装饰方块,441,0,道具分类
4410005,功能方块,441,0,道具分类
4410006,消耗品,441,0,道具分类
4410007,材料,441,0,道具分类
4410008,武器,441,0,道具分类
4410009,装备,441,0,道具分类
4410010,工具,441,0,道具分类
4410011,生物蛋,441,0,道具分类
4410012,投掷物,441,0,道具分类
4410013,乐器,441,0,道具分类
4440001,玩家,444,0,排行榜类型
4440002,名称,444,0,排行榜类型
4440003,升序排名,444,0,排行榜类型
4440004,降序排名,444,0,排行榜类型
4460001,整体金属度,446,0,天空盒参数
4460002,整体粗糙度,446,0,天空盒参数
4470001,全部,447,0,全部/任意
4470002,任意,447,0,全部/任意
4480001,对象,448,0,类型枚举
4480002,道具类型,448,0,类型枚举
4480003,生物类型,448,0,类型枚举
4510001,名称,451,0,元件属性
4510002, id,451,0,元件属性
4510003,位置x,451,0,元件属性
4510004,位置y,451,0,元件属性
4510005,颜色,451,8,元件属性
4510006,高,451,0,元件属性
4510007,宽,451,0,元件属性
4510008,文本,451,0,元件属性
4510009,透明度,451,0,元件属性
4510010,角度,451,0,元件属性
4510011,显示/隐藏状态,451,0,元件属性
4510012,滚动容器当前x,451,0,元件属性
4510013,滚动容器当前y,451,0,元件属性
4510014,绝对位置x,451,0,元件属性
4510015,绝对位置y,451,0,元件属性
4520001,名称,452,0,界面属性
4520002, id,452,0,界面属性
4520003,显示/隐藏状态,452,0,界面属性
4530001,触摸滑动开始,453,0,滚动容器操作
4530002,触摸滑动结束,453,0,滚动容器操作
4530003,惯性滑动结束,453,0,滚动容器操作
4550001,头饰,455,0,avatar绑点（行为树专用）
4550002,上衣,455,0,avatar绑点（行为树专用）
4550003,裤子,455,0,avatar绑点（行为树专用）
4550004,鞋子,455,0,avatar绑点（行为树专用）
4550005,背饰,455,0,avatar绑点（行为树专用）
4550006,表情,455,0,avatar绑点（行为树专用）
4550007,面饰,455,0,avatar绑点（行为树专用）
4550008,肤色,455,0,avatar绑点（行为树专用）
4550009,手饰,455,0,avatar绑点（行为树专用）
4550010,装饰,455,0,avatar绑点（行为树专用）
4550011,脚印,455,0,avatar绑点（行为树专用）
4560001,左键,456,0,鼠标按键（行为树专用）
4560002,右键,456,0,鼠标按键（行为树专用）
4560003,任意键,456,0,鼠标按键（行为树专用）
4570001,对象,457,0,对象/位置
4570002,位置,457,0,对象/位置
4580001,暂停,458,0,剧情动画暂停恢复
4580002,恢复,458,0,剧情动画暂停恢复
