序号,类型（1=富文本，2=图片文件）,富文本,显示时间（tick，-1=无限时间）,底图文件,底图宽度（-1=自适应）,底图高度（-1=自适应）,组（数组，这个气泡id归属的组）,
105704,1,ξ?θλ你ο?ЪδωΣ？βγρυψ?,200,,100,-1,105701,
105705,1,Σθλ魔法?αα？Πηλ??,200,,100,-1,105701,
105706,1,ΦΩЭλ乐手？ψδΠΣβγρυ??,200,,100,-1,105701,
105707,1,υΣμΦΨ法师？δΠρυψЪθλ,200,,100,-1,105701,
105708,1,ЧΛυψ??Ъθλ跳舞ΠЪρΠЭξЧ？??,200,,100,-1,105701,
105709,1,ΠηεΘμοΦΩЭξЧ战士Ъ？ΠЪρΠЭξЧ,200,,100,-1,105701,
105710,1,βγρυψ?辛苦？βγρυψ?ξεЧ,200,,100,-1,105701,
105711,1,μοσωφζαΦΩЭξЧ好β？,200,,100,-1,105701,
105712,1,Λ?ΣΨΩЭξЧ不好Ъθω？,200,,100,-1,105701,
105713,1,ЪθλσωЭξЧ荧菇α？δαΦ,200,,100,-1,105701,
105714,1,δΛρζαΦΩЭξЧ高兴ΘЭβ?Ψ？,200,,100,-1,105701,
105715,1,οΦΩδΛ?ΠηЧ国王?Θ？ΩЭυ,200,,100,-1,105701,
105716,1,ЧΣΨρυ吃δε?Ъθ！,200,,100,-1,105701,
105717,1,Θμο玩βμΠφλ！ΦψЪθλΠηεΘμο,200,,100,-1,105701,
105718,1,ψЪθλ两脚兽！ΣγμψΩυξ！οσδ?α,200,,100,-1,105701,
105719,1,ωφΩΨβγρ你!ζЭЪεμ,200,,100,-1,105701,
105720,1,ρυδΛ?ζα魔法!ξ?Θ?,200,,100,-1,105701,
105721,1,ΦψЪθλ乐手εΦΦΦЧΠω?υ,200,,100,-1,105701,
105722,1,ЪθλΠηε法师ЪλΨβγρυδΛ?ζα,200,,100,-1,105701,
105723,1,跳舞Ъθω?ΛΣ?μ！ЧЧЭρ,200,,100,-1,105701,
105724,1,Ψβγρα士兵ΛλΩ?λ,200,,100,-1,105701,
105725,1,ЧΣΦЪθγαρο辛苦!μ?,200,,100,-1,105701,
105726,1,ΘμοσρυδΛ好Ψβθ?Πα?σ！δεΦ?,200,,100,-1,105701,
105727,1,γρυδΛ不好μλ！！,200,,100,-1,105701,
105728,1,οβΛαΨβγ荧菇θ,200,,100,-1,105701,
105729,1,ЭθλΠηεα高兴ΘΦЭ！！,200,,100,-1,105701,
105730,1,?α?σρ！国王ω?ο?！！,200,,100,-1,105701,
105731,1,Ψσωλ！我来啦εΘΛ,200,,100,-1,105731,追逐接受
105732,1,γψμЧ！ΛΘ抓你！??,200,,100,-1,105731,
105733,1,ρυψο跑！ψγ快来喽！ЪθξЧψ,200,,100,-1,105731,
105734,1,zzzΨυЪЧ荧菇ΨβεωφζЪzzz,200,,100,-1,105734,梦话
105735,1,θγσЪδzzzz跳舞φοσ！zzz,200,,100,-1,105734,
105736,1,ηЧψγ跑zzz怪物Ъ?ξ！，战士zzzzΛ?Σ哥哥,200,,100,-1,105734,
105737,1,zzzΨβΠθ星星Чρω好多ψφzzzzz,200,,100,-1,105734,
105738,1,巨 ε?ξ? zzz 菌菇 zzz η???，zzz ωЭρ?ε 香香 ?ΦΩ 软 δζυΦ！zzzzz,200,,100,-1,105734,
105739,1,ξzzzz ζЧμση 追逐 zz ξλυφβΩ，zzzz 前排 γφηφΩ 魔法演 υοΣ zzzμδ,200,,100,-1,105734,
105740,1,肚子咕噜 βΦЪβ 叫，εωЧ?λΛ 吃饭 ξαφβ 时间啦！φ,200,,100,-1,105740,吃饭时间
105741,1,田 ЧЧΠμ? 采 ЭΣλ 荧菇 υωφγο，ЧωЭυψ 热乎餐～,200,,100,-1,105740,
105742,1,λαζζ 忙农活 μσρρ 法术οΣ，θφη?σ 填填小肚子,200,,100,-1,105740,
105743,1,ЧЪЧερ 今 ?ψ?ΦЪγ 菌菇料理 αΠουΨξ 呀？?δξ,200,,100,-1,105740,
105744,1,士兵 Эφ厚凝胶 εα?οσΩ，法师 εΘΠ 凝胶Πψ！,200,,100,-1,105740,
105745,1,生菌菇 ??φζ 滋味 μЭυ?μ，只 υ?ΘβΠ 熟食,200,,100,-1,105740,
105746,1,ЭЭβΦ 吃饱 ζΨΠο?υ，傍晚 Ωλζφ 篝火聚会,200,,100,-1,105740,
105747,1,快 μψδ 备食材 ΩρσΣ?，乖乖 ΘλδμΨΨ 下厨咯ΩΠΨ！,200,,100,-1,105740,
105748,1,肚子圆 ΘΘ?，菌菇 ΦΦΩα 治愈啦！Чρ,200,,100,-1,105748,吃饱了
105749,1,浑 ηραΩ 暖洋洋 οЪ?，魔力 ΨμΠΛ 力气补满～σ?,200,,100,-1,105748,
105750,1,凝胶 ?οβ、荧菇 γσηЭ 扎实 ψΘαωЧΨ，好好吃,200,,100,-1,105748,
105751,1,ψθδψλЭ 不饿 ζΘΣσυ，慢悠悠 η?Ъ 散步刚好～,200,,100,-1,105748,
105752,1,吃饱 ЭρΘσΘσ 超好 ЭθψΘγ，篝火 ?Θ?Λ 聊趣！Ч,200,,100,-1,105748,
105753,1,感谢 ηγ?Πσ 烹 Θδοω?ο 热菌菇食,200,,100,-1,105748,
105754,1,今 ξ?γЪδα 超满足 φЭΛ，夜里 ζηβ 甜梦δ,200,,100,-1,105748,
105755,1,歇 ψδЪυ 会儿 ЭμЧΦ?，天黑 μζξφ 篝火玩耍Ω！,200,,100,-1,105748,
105756,1,肚子空 ЧθΩηγΘλ，一点 ξΨΠβ?σЧυ 吃呜呜,200,,100,-1,105756,没饭吃
105757,1,采 ΣηΦψφΨ 菌菇 ?Ωξα，没人 εθφ?οφ 煮餐难过,200,,100,-1,105756,
105758,1,魔力 Θωμ 耗光 λζЧЧ，热食 ??σ?Πη 浑身软,200,,100,-1,105756,
105759,1,想 ΨЪζφ?? 暖凝胶 δЭΨρ 垫肚子ε?ρ！,200,,100,-1,105756,
105760,1,再饿 γδΘΛθЧ，看舞 αζρ 力气消失咯?,200,,100,-1,105756,
105761,1,盼 ω?υβ 高大你 υЧοЪλΠ，做 δΨζ 菌菇饭??,200,,100,-1,105756,
105762,1,Σξ? 无软小床 ??μγο，夜躺 υΠЪφЪ 硌身子ωσ！,200,,100,-1,105762,没有床
105763,1,蜷 ΘΨβζ 菌田 αΣρθ，风 ЭΛη?λ 冷冷呜呜～,200,,100,-1,105762,
105764,1,要 ΣσξργΣ 软苔藓窝 λλ? 安心睡,200,,100,-1,105762,
105765,1,无床铺 θξσγγσΘγ，小虫 ?μθμσЪЪ 打扰δΛΠ！,200,,100,-1,105762,
105766,1,商 σρ?Λο 换材料 θδΨ，编 Ψ?Σαυλ 苔藓小床～,200,,100,-1,105762,
105767,1,篝火暖 γΦδ??λ，大家 ΘЭΛλθο 围坐好闹ΠΨ！,200,,100,-1,105767,聚会
105768,1,饭后 ρξΛασ 凑这 βυυλυβ，聊 Λα? 歌舞法术～Σ?Ω,200,,100,-1,105767,
105769,1,法师 ββΨοΦ 魔法 βΠμη 精彩 ?ΩεΠ，记得吗Эε,200,,100,-1,105767,
105770,1,乐手 ΩωλЭ? 舒曲 ЭЪψЧ，火光 ??ψЪυЪ 琴声融化～ελ,200,,100,-1,105767,
105771,1,舞者 ωαξ?Ч 基础舞步 ροδρ，晚 ελε 一起跳Λ！,200,,100,-1,105767,
105772,1,巡逻兵 ?ωρΩ? 驱魔物 λΘΘΩυ 小故事 Φ?ΨЪλσ 快听,200,,100,-1,105767,
105773,1,多亏 δσ?λ 外来旅人 ψΨη?Πσ，吃饱 ΘσΛΘθυ 菌菇Ω,200,,100,-1,105767,
105774,1,风 ?ψ?Ъγ 轻吹 ωδΩηυ，篝火 ΠσζΩθ 追逐不怕凉,200,,100,-1,105767,
105775,1,明 δζμοσ 收荧菇 ?Ωω，拜托 θσμ 做美味汤,200,,100,-1,105767,
105776,1,呆呆菇 ΠδЧψ 蹲火光 ΦσΣυ，随 η?α 旋律晃菌,200,,100,-1,105767,
105777,1,σΘЪ 操心农活 ησΣβη 值守 ΣΣ?ο?，今夜 θα?δ 开心闲聊Ъ！,400,,100,-1,105767,
105778,1,四周 ?λξΨζ 菌田 υαθЭρ，找 δΛφ 回村落路ρΩ！,200,,100,-1,105778,迷路
105779,1,从 οξ?μβ 没来这 ЪΘΠΘ，不见 ?δ?μ 乐手舞台慌张?ρ,200,,100,-1,105778,
105780,1,不见 Ъ?δ?υη 巡逻兵 μαΛλЭ，往 οοβ 哪走呀,200,,100,-1,105778,
105781,1,顺 εΨЧΠΩЪ 风声 ΘΛυββλ，应 γΛ?ρ?Λ 回村子～θδΠ,200,,100,-1,105778,
105782,1,早 ?ρα 乱玩 ηζΨε?，现 οΦθΘЭ 迷失方向,200,,100,-1,105778,
105783,1,快 ??? 法师法杖 ΠμΣξξο，马上 ?ЧΨЧξΨ 法展演！Λλ,200,,100,-1,105783,法师开始表演（法师要开始表演了，其他蘑菇人说的话） 15行
105784,1,赶 ΦζΘξ 前排 βμμ，看清 εΛσξ?μ 符文特效哦β,200,,100,-1,105783,
105785,1,今 ?μ?δ 浮空 ΩξЪσ?η 变色法术 σΠγ，待,200,,100,-1,105783,
105786,1,别挤 Θζαψ，留 ?υσ? 隙放大范围力～Э！,200,,100,-1,105783,
105787,1,演 Ψ?υЪ 结束 ΩγΩ，请 ΛЪεμμρ 微光小符文Ъ?,200,,100,-1,105783,
105788,1,施法 ω?σψξ? 顺利 γμΘμ，漫天 οЧγ 小孢子云,200,,100,-1,105783,
105789,1,αηΘ 歌完 ?λυ?ΨΩ 接魔法秀 Ъ?λζβЪ，乐加倍,200,,100,-1,105783,
105790,1,大家 Ψσ?Π 安静 δαΨλ?ρ，吵 ψρΣρ 法杖发矿石,200,,100,-1,105783,
105791,1,我 ρ?ΨλΨσ 荧菇 ξλρ，表完 ЧЭΨ 送法小礼物,200,,100,-1,105783,
105792,1,村 ?λΣσΨη 只他 ?βω 完整法演 ζЪβΨ?，厉害,200,,100,-1,105783,
105793,1,待会 αΨσξ? 空术 αφЪ 托半空 ΣαΘυ 看热闹Λ？,200,,100,-1,105783,
105794,1,不害 β??ηξΘ 法术光效 Ъμρξ，魔力 εЧξδЪ? 温和安全ЭΦ,200,,100,-1,105783,
105795,1,失手 εζε 没事 ε?ξζη，都 ?ψΠηЪ 好好鼓他,200,,100,-1,105783,
105796,1,快看 δυΦ 挥法杖 ?θ?，彩 ΘЭξω 表马上开η,200,,100,-1,105783,
105797,1,所 ΨηЪ 人聚拢 ЧΦσ，赏 ρξΛδΨ? 魔法秀?λ！,200,,100,-1,105783,
105798,1,没 ρδβρ 事 εσ?Λρ！小失误而已δ！,200,,100,-1,105798,法师失败表演（法师表演失败，会安慰法师） 15行
105799,1,谁 ΛΣ? 练法术 ?φξ? 出错 Чρξ?θω，别丧气,200,,100,-1,105798,
105800,1,刚 ψθβΠξ 孢炸 ηω?，不 οЧω 扫兴,200,,100,-1,105798,
105801,1,调 φα? 符粉 Ч?Λ，下次 θζβ 完美施展～,200,,100,-1,105798,
105802,1,我 α?ψαЧΨ 不失 ηΠζ?Ψ，上台 Σ?Λξβγ 超勇,200,,100,-1,105798,
105803,1,先 θΣφυ 歇 οΠΘγΦ 荧菇 Λο? 平复魔,200,,100,-1,105798,
105804,1,小 μ?ΘηΦψ 事 ЧΩφρ，魔法 ?υωφξ? 依旧最厉害,200,,100,-1,105798,
105805,1,陪 φΩЭ?θ 调法杖 δοЧЪ，不用 ψЪλεΠΨ 着急,200,,100,-1,105798,
105806,1,刚 ζψεΦο 变形符文 ψοЧ 完成 γΘΦο，超棒δσ,200,,100,-1,105798,
105807,1,别 Θυσ? 丢脸 ξζ?，全 ψΨζσβ 看得开心,200,,100,-1,105798,
105808,1,休 μЭЪ 够再试 θου，我 ?ωθμρο 静静陪你γ?υ,200,,100,-1,105798,
105809,1,力耗 δεЧγψ 失手 ?ρ?ψ 正常 γυΠ，谁都这样,200,,100,-1,105798,
105810,1,比起 ?ψΘ?Θ 完演 αξδ，更 λσψ? 在意你开心,200,,100,-1,105798,
105811,1,下次 ЭΠοЪυβ 帮你 Ψθξ 理舞台 μΩηΛ，避翻材料ψεα,200,,100,-1,105798,
105812,1,别 ?ΦφΣ 闷 ΦρΦξЧ，都 ΩυεΛ 喜欢你术υγθ！,200,,100,-1,105798,
105813,1,乐手 ηЪηε 调琴 ?φ??η，美妙 αρρЧЭ? 乐曲响起咯λψ！,200,,100,-1,105813,歌手表演开始（歌手表演开始时，除了舞者其他蘑菇人说的话） 15行
105814,1,安静 ЭЭΦυΨξ，别 μ?ΩΛρ 拨木琴调音调,200,,100,-1,105813,
105815,1,昨 ωλωΛ 听过 ΨΦβηφυ，温 ΘЪδ 让人放松,200,,100,-1,105813,
105816,1,找 Σδραδ 平地 ЭΦЪ?λΦ 坐 ЧЭ?ω?，享 βΩαδρΨ 整场演～,200,,100,-1,105813,
105817,1,巡逻 λοβυυ 兵赶来 Φδωυωμ，都 θΩλ 爱听弹琴αμΩ,200,,100,-1,105813,
105818,1,无舞 ?εδ?αΣ 相伴 η?φ，单 ηδЪ?λ 琴声治愈αΣ,200,,100,-1,105813,
105819,1,听完 ???ο? 曲 μ??φ 采菌菇 ?ЪЧυβ，心情轻快,200,,100,-1,105813,
105820,1,风 Эγζ 吹舞台 βεΣΩυ，音符 ??ЪЭ 飘整片φσ,200,,100,-1,105813,
105821,1,奏 ζδΦοω 结束 ΛЧθυρ，换 λ?ψω 符粉送他,200,,100,-1,105813,
105822,1,每 Ψε?Θ 天 μζμ 听琴声 ΣΛ?，最福事,200,,100,-1,105813,
105823,1,法师 ηΣЪ 搭曲 Ωαωμη 放光符文 ΣΣ?ζ，氛拉满,200,,100,-1,105813,
105824,1,不用 Σεηη 挤 βηρ，哪 λδψΦЭ 听清律μΠω,200,,100,-1,105813,
105825,1,天 ?Эθ? 亮练琴 ΩΩ?φ?，这份 ΠΦΠΘφε 难得φΛ,200,,100,-1,105813,
105826,1,期许 ЧλφθΛ 演奏 Ψω? 开场 δξξ?φΩ，全员等候ωμ,200,,100,-1,105813,
105827,1,静 Παφ? 心 μλ?υ?，感受 δθωαΦ 温琴声δΨΨ！,200,,100,-1,105813,
105828,1,太 φΦωε 厉害 ΩΨζΣЧσ！行云流水 λ?δυ 无失误ζμα！,200,,100,-1,105828,法师成功表演（法师表演成功，会很佩服、兴奋）15行
105829,1,刚 φυζυ 腾空光雾 ЧφΦυΩξ，看得 ωεμ 目转,200,,100,-1,105828,
105830,1,变形 ΣΩφδЭ 符文 ΨωυЪ? 流畅 Φηξζ，无人及,200,,100,-1,105828,
105831,1,刚 ψ?ΛЪ 托上天 Чυδ，整场 ΣΠμ 最棒环节～?,200,,100,-1,105828,
105832,1,不愧 Ψηε 村唯一 εο??ζΠ 完整魔法蘑菇人?,200,,100,-1,105828,
105833,1,多 λλγ 荧菇 θαοξξЪ，送 θμΦψγ? 厉害法师Θ,200,,100,-1,105828,
105834,1,刚 ΘЭφ 彩魔力药 ?Эζθ? 搭浮空 γ?θα，绝美,200,,100,-1,105828,
105835,1,抽空 α?Φε 教 Φεφ 最简微光文呀？υω,200,,100,-1,105828,
105836,1,场 γΛγ 演出 ψβ?? 屏住 δ??β，太精彩,200,,100,-1,105828,
105837,1,看 ΦφΠμЧЪ 多次 ηηωγ，每次 μσλθ 震撼,200,,100,-1,105828,
105838,1,回 Ψ??Φ 和同伴 ΨΦ? 夸魔法秀,200,,100,-1,105828,
105839,1,全 σδγζ? 看得尽兴 Φμθ，表演满分ω！,200,,100,-1,105828,
105840,1,力耗 ηη?Φρω 大 ?Ψε?Чω，收下 ωεδυ 荧菇食材,200,,100,-1,105828,
105841,1,以后 σρΣЭψЭ 天天 ΦολψΣ 盼法师 ηΣβ 新术演μμЧ,200,,100,-1,105828,
105842,1,你 ξ?υ 村落 ρΛ??ζοη 最棒魔师αφ！,200,,100,-1,105828,
105843,1,来 ΛΣμμ！空地 βξβΩγЭ 追逐玩耍θοΘ！,200,,100,-1,105843,追逐邀请
105844,1,快 ρδδφ 追 βρ?，先 ψ?ψΦψ 到舞台υΩα！,200,,100,-1,105843,
105845,1,结 ΦΨΦ 跑 ρΘΦγψξ，活动 ψ?ЪΨ 解疲惫,200,,100,-1,105843,
105846,1,大家 ΦυЪ 过来 αφορ，组队 βЧρ 追逐～,200,,100,-1,105843,
105847,1,跑完 ΨδΠΦЭξ 赶 ογΠΘζЪ? 午舞表演η！,200,,100,-1,105843,
105848,1,快 ?φη 跟上 ΠΦ?，绕 δυβЭ 舞台追逐σ！,200,,100,-1,105843,
105849,1,抓到 ξαμΘ 人 ψζηΠ，优先 ?α??α 选歌舞位Э,200,,100,-1,105843,
105850,1,一起 βЧυωβ 跑 Φσω，疲惫 αοΣουφ 全甩Θ,200,,100,-1,105843,
105851,1,不许 ?σδξΦ? 屋 ?ζЧЭΛΣ，出来 ΦρΦψ 打闹ЪЧ！,200,,100,-1,105843,
105852,1,火光 ΩΠЭφ?σ 映菌帽 ψ?Эθ?γ，安稳 ΨλαθξΣ 福～ΦΣ,200,,100,-1,105852,
105853,1,收拾 εΨЪ 苔藓 Π?δ?，钻 υφψΨΦυ 窝觉觉Λ！,200,,100,-1,105853,睡觉前
105854,1,今 αμΩ 看歌舞 λ??ββ 练符文 β?υЪβο，超开心,200,,100,-1,105853,
105855,1,盼 ζοηЪ? 梦里 βεθζ 凝胶 φЪσЭΦΛ 转圈跳,200,,100,-1,105853,
105856,1,关好 Ωυψ?? 窝口 ξ?ε，夜 οβΘ 无风侵袭～ψΠ,200,,100,-1,105853,
105857,1,安静 ζεμЭω 眠 ψΣΨ，明 ωεθδσЪ 赴歌舞约ψΦα！,200,,100,-1,105853,
105858,1,夜 φЪЧζ 丛间静 οΨΩ，慢 αζμμ?σ 聊天ΠЭ！,200,,100,-1,105858,聚会更玩家对话
105859,1,白 λΘ?Φσγ 忙活 δ?ΣηδЧ 值守 ωσΣΛθ，夜 ΠЧρ 相聚～,200,,100,-1,105858,
105860,1,篝火 αω?φ 照长发 ε?ψΠ，模样 γεΨο 温柔??,200,,100,-1,105858,
105861,1,多谢 ΘεψΘσΘ 白天 ΨφλΛ 烹菌菇熟食Σ?ω！,200,,100,-1,105858,
105862,1,夜 ωοζ? 魔物少 ΨЭφγψ，不用 βΣΛΨ? 绷心神,200,,100,-1,105858,
105863,1,乐 ?ΨЭψψ 篝火 Э?θρ 弹慢曲 η?Π?，坐听α?？,200,,100,-1,105858,
105864,1,白 γΦξ?Ч 没道谢 ΩξΛδ?，今夜 Ω?Ψ 多说话ηφυ,200,,100,-1,105858,
105865,1,夜 Φξ?Λ 风吹菌田 ωουρΩ，配 ?εξθε 琴声治愈γΨδ,200,,100,-1,105858,
105866,1,走 ?δξβλδ 累 ΨΦσ，挨 ρ?Φ 篝火歇,200,,100,-1,105858,
105867,1,少 σψψ 外来旅人 ζοΣ，陪 Ч?θ?φ 到深夜,200,,100,-1,105858,
105868,1,聚会 ЧοβЪωσ 结束 ψΛρ，带你 ψΛЧ 荧菇田Λ！,200,,100,-1,105858,
105869,1,夜 ηγΦ 村落 βληφΣ 午后 φυξЪ 完全两样βΛ?,200,,100,-1,105858,
105870,1,盼 ρΛΨ 你 θλζμγφ 爱篝火 ??υξ 慢夜晚,200,,100,-1,105858,
105871,1,明 η?μ 有空 λλδυ，再 ξβλμ 聚餐玩耍ξ,200,,100,-1,105858,
105872,1,色 υΛΨΛλЧ 温柔 αεЭ?，愿 γψοβμ 舒心夜晚～,200,,100,-1,105858,
105873,1,没 Ч?ΛαΘφ 篝火 ψη?ασε 怎聚会βυ！！,200,,100,-1,105874,没篝火
105874,1,￥要ΨβΦΠ！￥有篝火￥一切￥完美ζΛηγ！了,200,,100,-1,105874,
105875,1,这￥聚￥会缺一￥篝火￥ΛφЧ,200,,100,-1,105874,
105876,1,没 Ъωθ?ο 图腾 ζΦξ?δωλ 算村子ω！！,200,,100,-1,105876,没有图腾
105877,1,￥要φη！￥有图腾￥一切￥完美Θφ！了,200,,100,-1,105876,
105878,1,图腾！λ??村子￥最?！！！β重要，Φ快 ΨαΘ?με 建个Ω！！,200,,100,-1,105876,
105879,1,今天ψη?α￥干啥λ??,200,,100,-1,105879,起床
105880,1,ψδΨμΩ！今天快￥ΛΨΛλ好忙?φβΩ！！,200,,100,-1,105879,
105881,1,ЪαξЧΛΛ￥没事ΛΨΛλ闲￥今天￥,200,,100,-1,105879,
105882,1,哇哇！ζξ你 ?εΩ 器弹 ЭΦЧσθΣ 软调子好听～,200,,100,-1,105882,玩家弹乐器
105883,1,快 γ?οαЪΨ 凑近 Ъβ?δΨ 听！αβ没 ЧθΩ 外面旋律Πδ,200,,100,-1,105882,
105884,1,音符 αΣρε 飘来 Σρ?，菌帽 ??Θ 轻晃σδ,200,,100,-1,105882,
105885,1,能 δ?ξ 多弹小段 σμΣΛυЪ？全 σουζ 蹲听～,200,,100,-1,105882,
105886,1,乐手 σεγ 琴声柔 Ω?δξε，你曲 εοηζ 别样甜σα！,200,,100,-1,105882,
105887,1,风 ЧЪφωμ 裹琴声 ΦβΣ 绕篝火 γωο，治愈,200,,100,-1,105882,
105888,1,踮 ελξψξ 脚尖 ?Чυξψ，离 ολααΦ 声更近δβσ,200,,100,-1,105882,
105889,1,舞者 οηφ 随调 γοЭ??γ 轻晃身子咯Σο,200,,100,-1,105882,
105890,1,别 υμω 挤吵 ηεΨ，安静 σΘηοΘμ 听乐曲,200,,100,-1,105882,
105891,1,听完 μρ?ε 暖洋洋 ξωε?ψ，梦 αξθЧβΘ 记这律υ,200,,100,-1,105882,
105892,1,啊呜～荧汤 υφξα 滑溜 αεδΠβα，暖 φρ?ηЪ 菌帽～Э,200,,100,-1,105892,吃饭中
105893,1,厚凝胶 φΣζρθ 香嫩 δαεφЭρ，嚼 ΦΩζΨξЧ 满满足！δψε,200,,100,-1,105892,
105894,1,慢 Σωυσξ 小口 ψλγΨΦ，细品 υθεωρЪ 菌菇料理ηЪ,200,,100,-1,105892,
105895,1,汤汁 βψε 沾菌边 μ?Σ?Π，完 οηΩ 擦干净～,200,,100,-1,105892,
105896,1,力 ?οβ?ξ 补回 οΩΩρΛ，练法术 ζδ? 不软,200,,100,-1,105892,
105897,1,大家 Σ?ξ?σ 围坐 ?υΩδ 吃饭 ψβΦΠЭυ，热闹更香οЧ,200,,100,-1,105892,
105898,1,慢 λ??δ 吃 βοφηυ，田 ΣΣЭ 多菌菇再烹,200,,100,-1,105892,
105899,1,完 ωψσ 口 ?μδ，再舀 σΛ?σ? 荧菇浓汤～,200,,100,-1,105892,
105900,1,多亏 ωγορα? 你会熟食 α?Ч，生菇 ?ζ?ψЧ 无香μ,200,,100,-1,105892,
105901,1,嘴 μΛ?Φ? 塞满 βσ?，没空 ΛΦψЧΦ 想魔物农活,200,,100,-1,105892,
105902,1,我 μ?εΦΘρ 跟紧你 ΘЪοΣ，不乱跑ε！,200,,100,-1,105902,跟随玩家（驯服后跟玩家说的话） 8行
105903,1,有 ЧγΦ 你身旁 βΠηυ，遇魔物 θζξ?Λ 心安Λ,200,,100,-1,105902,
105904,1,一路 ζηεθβ 逛村落 ρμρ，识 ??ηЧΠ 鲜事物ωυ,200,,100,-1,105902,
105905,1,不 φδΘЪ 离太远 ζβμμ，回头 λ?υ 见身影ζΠ,200,,100,-1,105902,
105906,1,累 ΠμψΨεμ，我 ЧγοΛ 蹲旁 θοЭψ 等休息Чφ,200,,100,-1,105902,
105907,1,路 σ?υΘξρ 采荧菇 ωζΘ? 菌材 Ωρ?，分你用,200,,100,-1,105902,
105908,1,你 ΩΘδδοΣ 个子高 ?λρΦ，走前 ββγφ 超安全,200,,100,-1,105902,
105909,1,不管 θζοφλ 田间 ηЭθ 火堆 Ω?Ψ?υЧ，紧紧跟你η！,200,,100,-1,105902,
105910,1,有 Ω??βЪ 需咐 Эβθ，马上 ??Чλ?λ 帮担！Σ,200,,100,-1,105910,帮助主人 5行
105911,1,魔物 ργΦορθ 靠近 εμλ，立 ψοψψφ 呼士兵支援,200,,100,-1,105910,
105912,1,收 εφΦυ 菌菇 Ъ?ξσ 理物资 ЧξΣφζΛ，搭手忙活ξωψ,200,,100,-1,105910,
105913,1,你 ?γθσξ 受伤 ψΩαμ，找 θθЭα 舒缓魔力孢子～ΦΘ,200,,100,-1,105910,
105914,1,能 ΦθΠ 帮你 Э?φδЪ，我 ηθΨα 特别开心εΨ！,200,,100,-1,105910,
106100-106299,,蘑菇国王,,,,,,
106101,1,醒￥你是?ψρρ？！ξμΣγγ?υψ 新,200,,100,-1,106101,醒来更玩家打招呼
106102,1,φZz￥谁？ΠυμλΨμΨ?γσ 怪！人￥类ΨΘυΦ！？,200,,100,-1,106101,
106103,1,梦中 ΦΦ?δψφρξ 但￥你真好！ωζΠ,200,,100,-1,106101,
106104,1,哈??Θμ！￥久 ω?ζΩ? 无外人！μ?ΨЭ开心,200,,100,-1,106101,
106105,1,￥欢迎οΩΣη Ψ来！υψξδ,200,,100,-1,106101,
106106,1,你 ?θ?ΨЭΠ? 带啥ε？吃的？σ￥好奇ωωψ！,200,,100,-1,106101,
106107,1,别怕！我￥王 ληΘ 友好！Ъδμ,200,,100,-1,106101,
106108,1,啊￥刚醒 υ?Эρ 你让我精神?ρευ！,200,,100,-1,106101,
106109,1,外 γε?β?Ωμ 世界ΦΛωΠ？讲我￥听υ！,200,,100,-1,106101,
106110,1,欢迎！Ъγ￥村 ξΠεΦ 留下εΠΠλ？好吗Ψ??？！,200,,100,-1,106101,
106111,1,原 δΠΛο 是你 Φ?ρ！以为￥￥怪物Σ！,200,,100,-1,106101,
106112,1,￥累 Ωζ?ΠЧΨυα 是你Ωδσ,200,,100,-1,106101,
106113,1,怪物 εοηεЪαθ 不是你 ?ξζΠ 欢迎,200,,100,-1,106101,
106114,1,￥谁αμЪ？！?ΣΠυοΩΘΩ 吵我睡εσζ?！怪物?σЭρ！打！οΩΦ,200,,100,-1,106114,被怪物吵醒，要打怪物
106115,1,啊￥Ъβ?！醒 ?ωμ?Ъζ 揍你?！别跑,200,,100,-1,106114,
106116,1,我 λομΛΩ觉 ομω 赔！ψΛ￥一拳Ψ?δ！,200,,100,-1,106114,
106117,1,怪物ρφζ！￥敢扰本王 ΣυαΠ?? 找死υοΘ！,200,,100,-1,106114,
106118,1,刚￥梦 φβηΛ 好吃 μΦΩ 被你坏！δ气！,200,,100,-1,106114,
106119,1,ο！拿 Λοσ 蘑菇锤！?Λ砸扁你σЭΘЧ！,200,,100,-1,106114,
106120,1,睡 ?μθ 正香 ΨΠω?Θ 冒出来￥欠打！ξ,200,,100,-1,106114,
106121,1,别 ργ?υΛ 以为 Эμσ 老打你够ζξη！快滚μθЧ,200,,100,-1,106114,
106122,1,累 Φδθμρ 吃口蘑菇 σαγ 恢复λγЧΠ,200,,100,-1,106122,累了吃点自己的东西，大怪物是降低体力的
106123,1,打 εγΘγ 怪物耗体力￥啃自己,200,,100,-1,106122,
106124,1,嚼 ??ΩΘοξ 蘑菇苦 αΛΨ 但管用,200,,100,-1,106122,
106125,1,唉 φηΨ?ΨΩ 大怪猛 ЭθЪωЭγγδ 吃点补,200,,100,-1,106122,
106126,1,自 δξЪΘ 粮￥越吃越少 οΘηηλ 累啊,200,,100,-1,106122,
106127,1,啃 γΣЧЭλΘЧ 体力回 γЭλ 再战ηξεγ！,200,,100,-1,106122,
106128,1,?Θ蘑菇干￥难吃 λλΣψ 但撑住λЪυ,200,,100,-1,106122,
106129,1,吃完 ЭЭΘ 还得打 ?ΠΛ 命苦φЭσ?,200,,100,-1,106122,
106130,1,哇βЭ?！￥外地食 θρθ? 好吃ξΘЧ！换！给好东西ψЭ！,200,,100,-1,106130,食物交换
