id,名称,浅海,草原,沙漠,峭壁,森林,针叶林,沼泽,冰原,红土,丛林,草地沙漠,河流,冻洋,冻河,冰山,红土海岸,沙滩,沙漠山丘,森林山丘,针叶林山丘,峭壁边缘,丛林山丘,烈焰星,空岛,盆地,盆地边缘,竹林盆地,桃花盆地,雨林,星球地表,星球山丘,星球地表-祭坛平原区,星球地表-高山,星球地表-丘陵,星球空岛占位,星球空岛,星球空岛子地形,星球空岛子地形2,星球空岛子地形3,星球空岛子地形4,星球空岛边缘,草原空岛地面,草原空岛天空,火山口,火山主峰,火山平原,火山山脉,火山岩浆网,深海,荒岛海岸,荒岛岛心,红土岛海岸,红土岛心,珊瑚岛海岸,珊瑚岛岛心,覆雪针叶林,雪山主峰,雪山副峰,雪山山脉,雪山中部,副峰雪山中部,雪山底部,冻湖,峡谷,峡谷边缘,干旱草原,蒲公英花海,油菜花海,薰衣草花海,狗尾花海,菊花花海,稻田,沼泽河畔,粉蝶花空岛,三角梅峭壁,郁金香岛心,郁金香海岸,迷拉星-丛林-蓝花楹树林,铁穹平原,铁穹舰队,荧菇平原-星尘之境,星辉湖泊-星尘之境,巨菇林-星尘之境,星影森林-星尘之境,碎岛边境-星尘之境,晶簇浮岛-星尘之境,破碎离岛-星尘之境,腐化遗岛-星尘之境,荧菇丘陵-星尘之境,荧菇平原边缘-星尘之境,四叶草溪-星尘之境,符光遗迹-星尘之境,星影森林丘陵-星尘之境,昏暗树林-星尘之境,猫狗村-星尘之境,蘑菇村-星尘之境,虚空-星尘之境
3628,鲨鱼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,魔鬼鱼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,荧光棒藻鱼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,战斗鸡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,500,500,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,小型海盗船,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,中型海盗船,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,大型海盗船,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,牦牛,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,雪兔,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,小牦牛,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,藏狐,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,冰灵守卫,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,野人伍长,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,300,300,300,300,300,300,,,,,,,,,,,,,300,,,,,,,,0,300,300,300,300,300,300,0,0,0,0,0,0,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,野人伍长,0,0,150,150,0,0,150,0,150,150,150,0,150,150,150,150,0,150,150,150,150,150,,0,0,0,0,0,150,,,,,,,,,,,,,0,,,,,,,,0,150,150,150,150,150,150,0,0,0,0,0,0,,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,野人投矛伍长,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,200,200,200,200,200,200,,,,,,,,,,,,,200,,,,,,,,0,200,200,200,200,200,200,0,0,0,0,0,0,,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,野人投矛伍长,0,0,100,100,0,0,100,0,100,100,100,0,100,100,100,100,0,100,100,100,100,100,,0,0,0,0,0,100,,,,,,,,,,,,,0,,,,,,,,0,100,100,100,100,100,100,0,0,0,0,0,0,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,野人百夫长,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,200,200,200,200,200,200,,,,,,,,,,,,,200,,,,,,,,0,200,200,200,200,200,200,0,0,0,0,0,0,,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,野人百夫长,0,0,0,100,0,0,100,100,100,100,100,0,100,100,100,100,0,100,100,100,100,100,,0,0,0,0,0,100,,,,,,,,,,,,,0,,,,,,,,0,100,100,100,100,100,100,0,0,0,0,0,0,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,野人投矛百夫长,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,,125,125,125,125,125,125,,,,,,,,,,,,,125,,,,,,,,0,125,125,125,125,125,125,0,0,0,0,0,0,,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,野人投矛百夫长,0,0,0,75,0,0,75,75,75,75,75,0,75,75,75,75,0,75,75,75,75,75,,0,0,0,0,0,75,,,,,,,,,,,,,0,,,,,,,,0,75,75,75,75,75,75,0,0,0,0,0,0,,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,虚空蛋,0,0,0,8,0,0,8,,8,8,8,0,8,8,8,8,0,8,8,8,8,8,,0,0,0,0,0,8,,,,,,,,,,,,,0,,,,,,,,0,8,8,8,8,8,8,0,0,0,0,0,0,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,虚空野人伍长,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,虚空野人百夫长,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,虚空野人投矛伍长,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,虚空野人投矛百夫长,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,虚空野萌宝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,虚空使徒,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,,,,,,,,,,,,,100,,,,150,,150,,,150,150,150,150,150,150,,,,,,,,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,虚空使徒,0,0,150,200,0,0,200,200,200,200,200,0,200,200,200,200,0,200,200,200,200,200,,0,0,0,0,0,200,,,,,,,,,,,,,200,,,,,,,,0,200,200,200,200,200,200,0,0,0,0,0,0,,200,200,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,
3938,铁穹钳击兵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,
3939,铁穹炮击兵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,
3940,铁穹猎杀卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,
3941,铁穹焊愈卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,
3276,狗,0,80,0,0,0,80,,,,0,,0,,,,,,,0,50,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,25,,50,,,,,,,,,,,,,,,,,,
3278,猫,0,0,0,0,80,0,,,,50,,0,,,,,30,,50,,,50,,,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,50,50,100,50,50,,,100,0,50,50,,,,,,,,,,,,,,,,,,,,
3280,野兔,0,80,0,0,100,80,,,,100,100,0,,,,,,,0,50,0,0,,,50,50,50,50,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,80,80,3,25,25,25,25,25,25,,,10,,,,50,,,,,,,,,,,,,,,,,,
3282,鸡,0,100,0,0,80,80,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,80,100,50,50,50,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,150,150,,0,50,0,50,50,50,,50,0,0,0,50,100,,,,,,,,,,,,,,,,,,
3284,猪,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,100,100,0,100,100,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,0,0,,0,50,0,50,50,50,50,50,0,0,0,50,100,,,,,,,,,,,,,,,,,,
3286,野牛,0,100,0,0,60,60,50,,,100,0,0,,,,,,,0,0,0,0,,80,0,50,0,0,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,,,0,,,25,60,,,,,,,,,,,,,,,,,,
3288,野羊,0,0,0,100,0,60,,,,0,100,0,,,,,,,60,0,100,60,,,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,
3292,绵羊,0,80,0,0,0,0,,,,0,0,0,,,,,,,0,0,0,0,,100,50,0,0,0,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,50,0,50,0,0,,,0,,,,50,,,,,,,,,,,,,,,,,,
3294,仓鼠,0,60,0,0,60,0,,,,0,50,0,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,2,25,0,25,0,0,50,,,0,,,,,,,,,,,,,,,,,,,,,,
3309,野狼,0,50,0,60,50,50,,,,0,0,0,,,,,,,0,50,50,0,,,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,
3339,呆呆菇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,100,,,,,,100,100,,100,100,,,,
3340,奇幻蛙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,,,,,,,,,100,,,,,,
3341,凝胶怪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,35,,,,,60,60,60,60,60,50,,,
3342,星斑豚,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,100,25,,,,,100,100,,100,100,20,,,
3344,荧羽夜枭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,20,60,,,,,,,,,50,50,,,
3345,游侠猫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,10,,,,,,30,,10,,20,,,
3346,星尘精灵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,50,50,,,,,20,15,50,20,50,,,,
3347,独角兽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,,,,5,,,25,,,10,,,,,
3350,食人花,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,,,,,,,,,60,100,,,
3351,蚀化蛙人战士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3352,蚀化蛙人法师,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3353,蚀化狗人战士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3354,蚀化狗人法师,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3355,蚀化猫人战士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3356,蚀化猫人法师,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3357,蚀化猪人战士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3358,蚀化猪人法师,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,60,,,,,,,,60,60,,,
3361,晶石小怪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,60,40,,,,,,,,,,,
3362,晶石巨像,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,60,30,,,,,,,,,,,
3631,幻彩霓虹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,500,,,,,,
3632,幽兰刺龟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,,,,,,,,,100,,,10,,,
3633,冰雪明珠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,500,,,,,,
3634,冰晶玉壶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,500,,,,,,
3635,星夜光纹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,,,,,,,,,100,,,,,,
3636,长颌白鲑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,,,,,,,,,100,,,,,,
3637,浪里白条,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,,,,,,,,,100,,,,,,
3638,炫彩灵锤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,,,,,,,,,100,,,,,,
3320,蘑菇商人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60,,,,,,,,25,,,,,,
3336,钓鱼猫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,60,,,,,,,20,,60,,,,,,
3365,星尘境虚空使徒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,
3366,星尘境虚空使祭司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,
3367,星尘境虚空使大祭司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
