id,名称,预制文件名,必填/插件用/不能有空格,英文名字,备注,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,描述,名称显示,描述显示,背包容量,饥饿度,饥饿度消耗速率,模型名字,模型贴图ID,ICON,幼年ID,创建ID（大生物生成时创建小生物的ID）,创建概率,"类型: 0-怪物, 1-动物, 2-稀有动物, 3-水生物, 4-移动工具，5-村民（商人）, 6-boss, 7-Npc，8-飞行生物， 9球，10-村民（新野人），11-三栖生物",编辑类型（1生物，2怪物）,编辑模板(0不是模板1是模板),触发器类型（1是动物 2是怪物 3是坐骑 4是村民-人形生物 5是载具）,"怪物属性(0-玩家和npc, 1-野兽,  2-野人,  3-精英,  4-虚空， 5-机械 ，6-外星 ，7-水生 ，8-飞行)",Tick周期,Tick脚本,生命,韧性,韧性恢复（每秒恢复量）,击退抗性,生命加强系数,物理防御,近程物理防御,远程物理防御,爆炸防御,元素防御,燃烧防御,毒素防御,混乱防御,冰冻防御,防御加强系数,"攻击类型:0近程,1:远程,2:爆炸",攻击,削韧值（默认5）,攻击附带buff,元素攻击,燃烧攻击,毒素攻击,混乱攻击,闪电攻击,冰冻攻击,攻击buff（近战）,攻击加强系数,攻击动作时间1/20秒,攻击范围/通用近战范围=1.6,视野范围,质量,高度,宽度,厚度,受击高度,受击宽度,受击厚度,转身速度（默认值30角度，每个tick转多少度）,移动速度,出生灯光上限,出生需要阳光,出生最低高度,出生最高高度,出生最低时间,出生最高时间,出生最低温度,出生最高温度,刷新数量上限,怪物群数量,拾取物品几率,怪物装备组id,怪物装备的几率,掉落1组,掉落1组几率,掉落2组,掉落2组几率,掉落id1,掉落1几率,掉落1数量,掉落id2,掉落2几率,掉落2数量,掉落id3,掉落3几率,掉落3数量,燃烧掉落,燃烧掉落概率,掉落经验,掉落经验概率,掉落的星星数量（数组，两个值随机）,掉落等级经验,主动攻击（1受伤后一起逃跑）,喂养物品id（弃用）,喂养成功几率（弃用）,可否驯养,可否繁殖（弃用）,成长时间（弃用）,可否骑乘（弃用）,是否可对话,受伤声音,死亡声音,说话声音,走路声音,攻击声音1,攻击冷却声音1,攻击声音2,攻击冷却声音2,携带特效,受击特效,死亡特效,模型放缩,模型随机缩放范围下限,击杀分数,繁殖分数,驯服分数,队伍（0= 无队伍， 1 = 队伍1，2=队伍2，99 = 队伍99  ， 101=村落1，102=村落2，199=村落99， 201 = 中立敌对， 202=中立被动）,默认对白,开发者脚本屏蔽召唤（0允许 1禁止）,备注,预缩放(触发器),繁殖类型（1哺乳、2鸟纲，没有填则无法繁殖，哺乳需要草垛，鸟纲需要窝）,"饲料类型（1,1草食消耗1次、1,2草食消耗2次、1,3草食消耗3次、2,1肉食消耗1次、2,2肉食消耗2次、2,3肉食消耗3次、3,1杂食消耗1次、3,2杂食消耗2次、3,3杂食消耗3次）",变蛋枪可否变蛋,温度防御,出生自带buff,出生自带buff组（用|隔开）,初始好感度,好感度上限,AI配置,移动能力 [行走， 游泳，飞行，爬行(暂时不支持)],标签
3363,草精灵,3363,GrassSpirit,GrassSpirit,,,,,,5,100,0,100234,,3363,,,,1,,1,1,,18000,Chicken_OnTick,30,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,7,1.6,16,1000,80,60,60,90,80,80,,280,15,1,0,255,,,,,,2,,,,,,,,12518,10000,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.1,0.8,0.25,0.5,,,@10836,,,0.9,2,"1,1",1,,1058001,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Herbivore
3364,老村长,3364,OldVillageChief,OldVillageChief,,,对目标地点使用，生成一个#c0aba1d老村长#n,,,,,,100240,,3364,,,,10,,1,4,0,,,50,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Villager.CloverVillager
3365,星尘境虚空使徒,3365,StellarFantom,StellarFantom,,,,,,5,100,0,110035,,3501,,,,0,,,2,4,,,200,,,10000,,,,,,,,,,,,0,40,30,,,,,,,,,0.75,7,3.5,16,6000,220,90,90,300,100,100,,250,15,1,0,255,,,,,5,1,,,,,,,,11911,10000,,,,,,,,,,25,10000,"2,4",210,,,,,,,,,ent.3501.hit,ent.3501.die,ent.3501.idle,ent.3501.foot,,,,,35011,,,1,,20,,,,@10836,,,,,,,-15,,,,,,,official_CreatureType.Monster
3366,星尘境虚空使祭司,3366,StellarFantomPriest,StellarFantomPriest,,,,,,5,100,0,100101,,3918,,,,0,,,2,4,,,1800,,,10000,,20,,,,30,,,,,,0,30,20,,,,,,,,,,7,3,16,6000,300,100,100,300,100,100,,250,15,1,0,255,,,,,2,1,,,,,,,,200411,10000,6,200411,3000,2,,,,,,21,10000,"2,4",210,,,,,,,,,ent.3501.hit,ent.3501.die,ent.3501.idle,ent.3501.foot,,,,,,,,1,,20,,,,,,,,,,,-15,,,,,,,official_CreatureType.Monster
3367,星尘境虚空使大祭司,3367,StellarFantomHighPriest,StellarFantomHighPriest,,,,,,5,100,0,100101,,3919,,,,0,,,2,4,,,2500,,,10000,,20,,,,30,,,,,,0,30,20,,,,,,,,,,7,3,16,6000,380,100,100,380,100,100,,250,15,1,0,255,,,,,2,1,,,,,,,,200411,10000,8,200411,3000,2,,,,,,21,10000,"2,4",210,,,,,,,,,ent.3501.hit,ent.3501.die,ent.3501.idle,ent.3501.foot,,,,,,,,1,,20,,,,,,,,,,,-15,,,,,,,official_CreatureType.Monster
3368,城堡蚀化蛙人战士,3368,CastleErodedFrogMelee,CastleErodedFrogMelee,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化蛙人(近战)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100249,,3351,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3369,城堡蚀化蛙人法师,3369,CastleErodedFrogMage,CastleErodedFrogMage,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化蛙人(法师)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100249,,3352,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3370,城堡蚀化狗人战士,3370,CastleErodedDogMelee,CastleErodedDogMelee,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化狗人(近战)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100235,,3353,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3371,城堡蚀化狗人法师,3371,CastleErodedDogMage,CastleErodedDogMage,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化狗人(法师)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100235,,3354,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3372,城堡蚀化猫人战士,3372,CastleErodedCatMelee,CastleErodedCatMelee,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化猫人(近战)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100236,,3355,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3373,城堡蚀化猫人法师,3373,CastleErodedCatMage,CastleErodedCatMage,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化猫人(法师)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100236,,3356,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3374,城堡蚀化猪人战士,3374,CastleErodedPigMelee,CastleErodedPigMelee,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化猪人(近战)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100237,,3357,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3375,城堡蚀化猪人法师,3375,CastleErodedPigMage,CastleErodedPigMage,,,#c0aba1d蚀化类#n，对目标地点使用，生成一只#c0aba1d蚀化猪人(法师)#n。击败后掉落@item_200411#和@item_12019#。,,,,,,100237,,3358,,,,0,,,,1,,,250,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,official_CreatureType.Monster
3376,皇冠蘑菇战士,3376,MushroomWarrior2,MushroomWarrior2,,,对目标地点使用，生成一个#c0aba1d蘑菇战士#n,,,,,,100231,,3322,,,,0,,,,0,,,200,,,,,,,,,,,,,,,0,0,0,,35,,,,,,,,7,1.6,16,1000,150,90,100,180,135,250,,250,15,1,0,255,,,,,,,,,,,,,,,,,,,,,,,,,10,10000,"1,2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
3400,嘟嘟鸟,,Dudu,Dudu,,,,,,5,100,0,110003,,3400,3813,,,1,1,1,1,,18000,Chicken_OnTick,30,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,7,1.6,16,1000,80,60,60,90,80,80,,280,15,9,0,255,,,,,,2,,,,,,,,12518,10000,,11303,5000,,,,,12497,10000,3,5000,"1,2",10,1,,,,,,,,ent.3400.hit,ent.3400.hit,ent.3400.idle,ent.3400.foot,,,,,,,,1.1,0.8,0.25,0.5,,,@10836,,,0.9,2,"1,1",1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Herbivore
3401,沃沃兽,,Wowo,Wowo,,,,,,5,100,0,110031,,3401,3812,,,1,1,1,1,1,,,150,,,1500,0.8,,,,,,,,,,,0,10,0,,,,,,,,,,7,1.4,16,4000,150,90,100,180,135,250,,250,15,9,0,255,,,,,,3,,,,,,,,12516,10000,,11307,10000,,11307,3500,,12497,10000,10,10000,"1,3",10,3,,,1,,,,,ent.3401.hit,ent.3401.die,ent.3401.idle,ent.3401.foot,,,,,,,,1.2,0.8,0.25,0.5,,,@10836,,,,1,"1,2",1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Herbivore
3402,墩墩,,Dundun,Dundun,,,,,,5,100,0,110002,,3402,3811,,,1,1,1,1,,,,60,,,,,,2,,,,,,,,,0,1,0,,,,,,,,,,7,1.6,16,3500,95,80,80,130,65,100,,300,15,9,0,255,,,,,,3,,,,,,,,12522,10000,,11307,10000,,11307,3500,,12497,10000,3,10000,"1,2",10,1,,,,,,,,ent.3402.idle,ent.3402.die,ent.3402.idle,ent.3402.foot,,,,,,,,1.3,0.8,0.25,0.5,,,@10836,,,,1,"3,6",1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Herbivore|official_CreatureAbility.DietType.Carnivore
3403,角鹿,,Elk,Elk,,,,,,5,100,0,110029,,3403,3814,,,1,1,1,1,,,,60,,,,,,,,,2,,,,,,0,1,0,,,,,,,,,,7,1.6,16,3000,150,80,100,160,70,140,,280,15,9,0,255,,,,,,3,,,,,,,,12530,10000,,11307,10000,,11307,3500,,12497,10000,3,10000,"1,2",10,1,,,,,,,,ent.3403.hit,ent.3403.die,ent.3403.idle,ent.3403.foot,,,,,,,,1,0.8,0.25,0.5,,,@10836,,,,1,"1,2",1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Herbivore
3404,马,,Horse,Horse,,,,,,,,,110006,,3404,3815,,,1,,,,,,,75,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,7,1.6,16,,180,120,200,180,200,200,,280,15,9,0,255,,,,,,1,,,,,,,,11307,10000,,11307,5000,,,,,,,3,10000,"1,2",10,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
3405,冰熊（驯服）,,Icebear,Tamed Icebear,,,,,,,,,110018,,3405,3820,,,1,1,1,3,1,,,300,,,,,,,,,,,,,,,0,50,30,,,,,,,,,,7,1.6,16,6000,180,160,300,220,200,300,,300,15,9,0,255,,,,,,1,,,,,,,,11307,10000,,11307,5000,,,,,,,,,,,,,,,,,,,ent.3405.hit,ent.3405.die,ent.3405.idle,,,,,,,,,1,,5,5,,,,,,0.8,,,1,12,,,,,,,official_CreatureAbility.DietType.Carnivore
3406,迅猛龙（驯服）,,Raptor,Tamed Raptor,,,,,,,,,110024,,3406,3818,,,1,1,1,3,1,,,200,,,,,,,,,,,,,,,0,75,35,,,,,,,,,,7,1.6,16,5000,280,160,400,300,200,300,,400,15,9,0,255,,,,,,1,,,,,,,,11307,10000,,11307,5000,,,,,,,,,,,,,,,,,,,ent.3406.hit,ent.3406.die,ent.3406.idle,,,,,,,,,1,,10,5,,,,,,0.7,,,1,,,,,,,,official_CreatureAbility.DietType.Carnivore
3407,狐狸,,Fox,Fox,,,,,,5,200,1,110010,,3407,3809,,,1,1,1,1,1,,,100,,,2000,0.8,,,,,,,,,,,0,20,15,,,,,,,,,0.75,7,2,16,4000,90,70,90,110,90,150,,250,15,9,0,255,,,,,10,1,,,,,,,,11307,10000,,11307,10000,,,,,,,11,10000,"1,3",10,,,,1,,,,,ent.3407.hit,ent.3407.die,ent.3407.idle,ent.3407.foot,,,,,,,,1,0.8,2,0.5,0.5,,@10836,,,,1,"2,2",1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Carnivore
3408,灵狐（驯服）,,Soulfox,Soulfox,,,,,,5,100,0,110010,1,3408,3810,,,1,1,1,1,1,,,125,,,,,,3,3,,3,,,,,,0,20,15,,,,,,,,,,7,1.6,16,4000,90,70,60,100,90,90,,300,15,9,0,255,,,,,,1,,,,,,,,11307,10000,,11307,5000,,,,,,,,,,,,,,,,,,,ent.3408.hit,ent.3408.die,ent.3408.idle,ent.3408.foot,,,,,,,,1,,0.25,0.5,,,@10836,,,,1,,1,,,,,,,,
3409,企鹅,,Penguin,Penguin,,,,,,5,100,0,110022,,3409,3819,,,1,1,1,1,,6000,Penguin_OnTick,50,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,7,1.6,16,1000,80,60,40,100,80,80,,230,15,9,0,255,,,,,,5,,,,,,,,12520,10000,,12520,10000,,,,,12521,10000,3,5000,"1,2",10,1,,,,,,,,ent.3409.hit,ent.3409.die,ent.3409.idle,ent.3409.foot,,,,,,,,1,0.8,0.25,0.5,,,@10836,,,,2,"2,2",1,12,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Herbivore
3410,鸵鸟（驯服）,,Ostrich,Tamed Ostrich,,,,,,,,,110015,,3410,3817,,,1,1,1,3,1,,,100,,,,,,,,,,,,,,,0,10,6,,,,,,,,,,7,1.6,16,2000,280,95,100,300,120,300,,400,15,9,0,255,,,,,,2,,,,,,,,12607,10000,,11303,5000,,,,,,,,,,,,,,,,,,,ent.3410.hit,ent.3410.die,ent.3410.idle,,,,,,,,,1,,0.25,5,,,,,,0.8,,,1,,,,,,,,official_CreatureAbility.DietType.Herbivore|official_CreatureAbility.DietType.Carnivore
3411,鸵鸟,,WildOstrich,Ostrich,野生的,,,,,5,100,0,110015,,3411,3817,,,2,1,1,1,1,,,100,,,,,,,,,,,,,,,0,10,6,,,,,,,,,,7,1.6,16,2000,280,95,100,250,120,230,,400,15,9,0,255,,,,,,1,,,,,,,,12607,10000,,11303,5000,,,,,,,7,10000,"1,3",50,1,,,1,,,,,ent.3410.hit,ent.3410.die,ent.3410.idle,,,,,,,,,1,0.8,1,,5,,@10836,,,0.8,2,"3,4",1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Herbivore|official_CreatureAbility.DietType.Carnivore
3412,冰熊,,WildIcebear,Icebear,野生的,,,,,5,100,0,110018,,3412,3820,,,1,1,1,1,1,,,300,,,3000,0.8,,,,,,,,,,,0,50,30,,,,,,,,,0.6,7,2.6,16,6000,180,160,300,220,200,300,,300,15,9,0,255,,,,,,1,,,,,,,,11307,10000,,11307,5000,,,,,,,15,10000,"1,3",150,2,,,1,,,,,ent.3405.hit,ent.3405.die,ent.3405.idle,,,,,,,,,1,0.8,5,,5,,@10836,,,0.8,1,"2,4",1,12,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Carnivore
3413,迅猛龙,,WildRaptor,Raptor,野生的,,,,,5,100,0,110024,,3413,3818,,,1,1,1,1,1,,,200,,,4000,0.8,,,,,,,,,,,0,75,35,,,,,,,,,0.6,7,2.6,16,5000,280,160,400,300,200,300,,400,15,9,0,255,,,,,,1,,,,,,,,11307,10000,,11307,5000,,,,,,,20,10000,"2,4",200,2,,,1,,,,,ent.3406.hit,ent.3406.die,ent.3406.idle,,,,,,,,,1,0.8,10,,5,,@10836,,,0.7,2,"2,4",1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable|official_CreatureAbility.DietType.Carnivore
3414,团子,,WildMonsterRound,Dango,,,,,,,,,100035,1,3414,,,,2,1,1,1,,,,100,,,,,,,,,,,,,,,0,5,3,42003,,,,,,,,,7,2.6,16,6000,120,120,120,150,150,150,,300,15,9,0,255,,,,,,1,,,,,,,,12576,10000,,12287,8000,,,,,,,,,,,3,,,1,,,,,ent.3415.hit,ent.3415.die,ent.3415.idle,,,,,,mob_3414_5,,,1,0.8,,,,,,,,,,,1,,,,,,,,official_CreatureAbility.InteractionAbility.Huntable
3415,团子（驯服）,,MonsterRound,Tamed Dango,,,,,,,,,100035,,3415,,,,2,1,1,3,,,,200,,,,,,2,2,,2,,,,,,0,10,10,,,,,,,,,,7,1.6,16,6000,120,120,120,150,150,150,,300,15,9,0,255,,,,,,1,,,,,,,,12576,10000,,12287,8000,,,,,,,,,,,,,,,,,,,ent.3415.hit,ent.3415.die,ent.3415.idle,,,,,,,,,1.2,,,,,,,,,0.8,,,1,,,,,,,,
3416,熊猫,3416,WildPanda,Panda,,,对目标地点使用，生成一只#c0aba1d熊猫#n，使用@item_251#有一定几率#c0aba1d驯服#n它成为你的#c0aba1d伙伴#n。#r驯服后对#c0aba1d熊猫#n喂食@item_251#有概率获得掉落奖励。#r#c0aba1d熊猫#n受到攻击后会自行离开。#r熊猫#c0aba1d无法繁殖#n。,,,,,,110017,,3416,,,,2,,,1,,,,200,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,7,1.6,16,4000,100,120,120,130,130,150,,300,15,9,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,ent.3416.hit,ent.3416.die,ent.3416.idle,ent.3408.foot,,,,,,,,1,0.9,,,,,,,,,,,,,,,,,,,
3417,熊猫（驯服）,,Panda,Tamed Panda,,,,,,,,,110017,,3417,,,,2,,,1,,,,200,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,7,1.6,16,4000,100,120,120,130,130,120,,300,15,9,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.3416.hit,ent.3416.die,ent.3416.idle,ent.3408.foot,,,,,,,,1,0.9,,,,,,,,,,,,,,,,,,,
3418,蜜蜂,,Bee,Bee,,,,,,,,,110056,,3418,,,,8,1,1,1,,,,15,,,,,,,,,,,,,,,0,10,10,44001,,,,,,,,,12,2,16,100,70,70,70,70,70,70,,300,15,9,0,255,,,,,6,1,,,,,,,,11313,10000,,,,,,,,,,,,,,2,,,,,,,,ent.3418.hit,ent.3418.die,ent.3418.idle,,,,,,mob_3418,,,0.9,0.7,,,,,,,,0.9,,,1,,,,,,,"0,0,1,0",
3419,萤火虫,,Firefly,Firefly,,,,,,,,,110057,,3419,,,,8,1,1,1,,,,5,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,12,2,16,50,60,60,60,80,80,80,,300,5,0,0,255,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,mob_3419,,,0.7,0.6,,,,,,,,0.7,,,1,,,,,,,"0,0,1,0",
3420,足球,,Soccer,Soccer,,,,,,,,,100038,1,3420,,,,9,,,,,,,10000,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,7,2.6,16,110,70,70,70,70,70,70,,300,15,9,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,1.2,,,,,,,,,,,
3421,飞鸡,,Redchisk,Redchisk,,,热爱环境，向往自由，会飞翔的肥鸡。,,,,,,110059,,3421,3893,,,2,1,1,1,,,,150,,,,,,,,,,,,,,,0,25,15,,,,,,,,,,7,1.6,18,6000,180,110,110,180,130,180,,200,15,1,0,255,,,,,,1,,,,,,,,11609,5000,,11303,5000,,11067,10000,,,,10,10000,"1,3",100,1,,,1,,,,,ent.3421.hit,ent.3421.hit,ent.3421.idle,ent.3421.foot,,,,,,,,1,0.8,5,1,5,,,,,,2,"1,4",1,,,,,,,,official_CreatureAbility.DietType.Herbivore
3422,飞鸡（驯服）,,TamedRedchisk,Tamed Redchisk,,,感受不一样的坐骑体验。,,,,,,110059,,3422,,,,2,1,1,3,,,,200,,,,,,,,,,,,,,,0,25,15,,,,,,,,,,7,1.6,18,6000,180,110,110,180,130,180,,200,15,1,0,255,,,,,,1,,,,,,,,11609,5000,,11303,5000,,11067,10000,,,,,,,,,,,,,,,,ent.3421.hit,ent.3421.hit,ent.3421.idle,ent.3421.foot,,,,,,,,1,0.8,5,1,,,,,,0.8,,,1,,,,,,,,official_CreatureAbility.DietType.Herbivore
3423,战斗鸡,,Roster,Roster,,,战斗精英，守护某种神奇的方块，生物沾染荧光效果就是对他发起挑衅！,,,,,,110061,,3423,3894,,,2,1,1,1,,,,150,,,,,,,,,,,,,,,0,40,25,,,,,,,,,,7,2.2,16,3500,180,70,70,170,80,100,,380,15,1,0,255,,,,,,1,,,,,,,,11609,5000,,11303,5000,,11068,10000,,,,10,10000,"1,3",100,3,,,,,,,,ent.3423.hit,ent.3423.hit,ent.3423.idle,ent.3423.foot,,,,,,,,1,0.8,5,1,,,,,,,2,"2,4",,,,,,,,,official_CreatureAbility.DietType.Herbivore
3424,尖叫鸡,,Squawker,Squawker,,,良好的时间观念，好像除了尖叫啥也不会！,,,,,,110060,,3424,,,,2,1,1,1,,,,300,,,,,,,,,,,,,,,0,5,3,,,,,,,,,,7,1.6,18,3000,180,70,70,170,80,80,,300,15,1,0,255,,,,,,1,,,,,,,,11069,7500,,11303,5000,,11609,5000,,,,10,10000,"1,3",100,,,,,,,,,ent.3424.hit,ent.3424.hit,ent.3424.idle,ent.3424.foot,,,,,,,,1,0.8,5,1,,,,,,,,,1,,,,,,,,
3425,篮球,,,,,,,,,,,,100055,1,3420,,,,9,,,,,,,10000,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,7,2.6,16,110,60,60,60,60,60,60,,300,15,9,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3426,（弃用）战斗鸡驯服,,,,,,,,,,,,130002,,3423,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
3427,备用ID,,,,,,,,,,,,130002,,3427,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,备用ID,,,,,,,,,,,,130002,,3428,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,备用ID,,,,,,,,,,,,130002,,3429,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,普通化石龙,,Commonlaosaurus,Laosaurus,,,,,,,,,110040,,3430,,,,1,,,,1,,,200,,,,,,,,,,,,,,,,10,10,,,,,,,,,,7,2.6,16,5000,280,160,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.3430.hit,ent.3430.die,ent.3430.idle,,,,,,,,,1,,,,,,,1,,0.7,,,,,,,,,,,
3431,化石龙,,Laosaurus,Magic Laosaurus,,,,,,,,,110040,1,3431,,,,1,,,,1,,,250,,,,,,,,,,,,,,,,20,15,,,,,,,,,,7,2.6,16,5000,280,160,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.3430.hit,ent.3430.die,ent.3430.idle,,,,,,,,,1,,,,,,,1,,0.7,,,,,,,,,,,
3432,化石龙,,Laosaurus,Magic Laosaurus,,,,,,,,,110040,1,3431,,,,1,,,,1,,,250,,,,,,,,,,,,,,,,20,15,,,,,,,,,,7,2.6,16,5000,280,160,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.3430.hit,ent.3430.die,ent.3430.idle,,,,,,,,,1,,,,,,,1,,0.7,,,,,,,,,,,
34303,化石龙,,Laosaurus,Magic Laosaurus,,,,,,,,,110040,1,3431,,,,1,,,,1,,,250,,,,,,,,,,,,,,,,20,15,,,,,,,,,,7,2.6,16,5000,280,160,160,300,180,180,,400,15,0,0,255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ent.3430.hit,ent.3430.die,ent.3430.idle,,,,,,,,,1,,,,,,,1,,0.7,,,,,,,,,,,
