id,备注,中文简体,此表为公共目录stringdef表的子表，根据分配的id填写，必须与公共表格id不冲突
234462,新资源商店,玩家根据你设定的价格获取永久试用权限。,
234463,新资源商店,本次广告完成，剩余广告%s次,
234464,新资源商店,资源商品发布配置有更新，请重新打开发布界面,
234465,新资源商店,资源商品发布配置有更新，请重新启动游戏,
234466,新资源商店,该资源还未发布为商品,
234467,新资源商店,审核状态,
234468,新资源商店,模型包,
234469,新资源商店,图片包,
234470,新资源商店,音频包,
234471,新资源商店,资源包,
234472,新资源商店,*列表展示创作工具3.0已上云的模组,
234473,新资源商店,*列表展示创作工具3.0已上云的资源包,
234474,新资源商店,"[color=#514E45]如何将资源上架?
[/color]
[color=#D0773C]1.打包资源
[/color]
[color=#514E45]将自己制作的模型、道具、生物、物品等资源打包成资源包，完成后系统会自动同步到云端资源库。
[/color]
[color=#D0773C]2.发布资源包
[/color]
[color=#514E45]在「资源包发布列表」中会显示已同步的云端资源包，点击卡片内的「发布」按钮即可提交。
[/color]
[color=#D0773C]3.管理资源信息
[/color]
[color=#514E45]发布后可通过「管理」修改资源包的商品信息（如名称、描述、价格等），但[b]暂不支持更新资源包本体[/b]。
[/color]",
234475,新资源商店,前往生产资源包,
234476,新资源商店,资源包已下载，需要进入3.0开发者模式资源库中查看并使用,
234477,新资源商店,资源商品下载成功,
234478,新资源商店,"沙盒工坊内的资源包仅适用于创作工具3.0
下载后可以到创作工具3.0的资源库-云资源处查看",
234479,新资源商店,作品审核不通过，请您修改商品信息后再提交,
234480,新资源商店,模组已下载，请在自己的地图内导入&使用,
234481,新资源商店,模组更新完毕，请问您是否要现在重新导入到地图内？,
234482,新资源商店,更新提示,
234483,新资源商店,个模组待更新,
234679,沙盒服务器,声明,
234680,沙盒服务器,本内容由玩家自主设计，纯属虚构，无不良引导，切勿在现实生活中模仿,
234600,沙盒服务器,购买请求正在执行中，请勿重复提交,
234601,沙盒服务器,请选择要购买的沙盒服务器类型、时长、数量,
234602,沙盒服务器,沙盒服务器购买成功,
234603,沙盒服务器,选择天数,
234604,沙盒服务器,为此服务器续费,
234605,沙盒服务器,续费请求正在执行中，请勿重复提交,
234606,沙盒服务器,续费成功,
234607,沙盒服务器,不能对自己的沙盒服务器进行续费,
234608,沙盒服务器,续费后为,
234609,沙盒服务器,续费,
234610,沙盒服务器,重置提醒,
234611,沙盒服务器,"重置存档操作不可逆
重置后将清除当前存档以及备份
服务器权限以及基础设置不变",
234612,沙盒服务器,开始重置,
234613,沙盒服务器,选择地图导入,
234614,沙盒服务器,导入好友,
234615,沙盒服务器,导入家族,
234616,沙盒服务器,导入其他服务器,
234617,沙盒服务器,选择导入类型,
234618,沙盒服务器,选择家族,
234619,沙盒服务器,该家族已在白名单中,
234620,沙盒服务器,家族,
234621,沙盒服务器,同意[color=#6FA8EB][url='RentServerAgreement']《迷你服务器协议》[/url][/color],
234622,沙盒服务器,请先勾选同意《迷你服务器协议》,
234623,沙盒服务器,升级/续费成功,
234624,沙盒服务器,"关闭服务器将踢出服务器中所有玩家！
  此时有#cef2d2d@1#n位玩家在运行的服务器中游戏。",
234625,沙盒服务器,您将花费#c0aaa1a@1×@2#n#r对@3服务器续期:#cfa7a0f@4#n天#r（适度娱乐理性消费）,
234626,沙盒服务器,批量续费,
234627,沙盒服务器,已达到购买数量上限,
234628,沙盒服务器,升级不可选择低于当前等级的服务器,
234629,沙盒服务器,%s人服,
234630,沙盒服务器,"服务器处于非公开的运行状态
为确保您续费后能够正常游玩，建议您为服务器续费前联系服主开启服务器或给予您有效权限。",
234631,沙盒服务器,续费提醒,
234632,沙盒服务器,确认续费,
234633,沙盒服务器,您的服务器当前为仅好友可加入，是否要改为仅好友和仅白名单并且将本家族加入白名单？,
234634,沙盒服务器,您的服务器当前为仅白名单可加入，是否要将本家族加入白名单？,
234635,沙盒服务器,您的服务器使用了密码，是否要移除？,
234636,沙盒服务器,服务器权限,
234637,沙盒服务器,平台等级达到%s级后才可以给服务器续费。,
234638,沙盒服务器,"你可以给喜欢的服务器进行续费增加有效时长，为服务器添柴拾火。
续费最低需要需要支付1天时长，根据不同的服务器等级需要支付的房间卡会有所差别。",
234639,地图支持购买,"玩家根据你设定的价格获取永久试用权限。
上架的地图作品选择迷你币或者迷你豆付费获取后，将无法改回免费。",
234640,地图支持购买,解锁地图失败。,
234641,地图支持购买,该地图为免费地图，无需购买。,
234642,地图支持购买,您将花费#c0aaa1a@1×@2#n来解锁地图#cfa7a0f@3#n，请确认。#r（适度娱乐理性消费）,
234643,地图支持购买,获取付费地图下载地址失败,
234644,地图支持购买,未解锁作品无法发表讨论、无法点赞点踩。,
234645,地图支持购买,付费地图无法开设沙盒服务器,
234646,地图支持购买,该玩家游戏中的是付费地图，请先购买解锁地图后才能进入房间,
234647,地图支持购买,云服付费地图不允许组队开房,
234648,地图支持购买,付费地图只有房主允许进行邀请或招募,
234649,地图支持购买,请先购买解锁地图后才能进入房间，您需要购买解锁该地图吗？,
234650,地图支持购买,云服付费地图不允许邀请或招募,
234651,地图支持购买,该地图为付费作品，需要解锁后才可游戏,
234652,地图支持购买,确认要下架作品吗？下架后该内容无法被用户搜索与购买。但已经获取到的玩家用户仍能正常使用。下架后可以重新上架。,
234653,地图支持购买,作品处于下架状态，更新发布后会自动上架。,
234654,地图支持购买,作者已下架作品，请联系作者上架后再进入。,
234655,地图支持购买,"确定删除此存档吗？
 #cef2d2d（删除存档后，服务器数据会被清除将无法恢复）",
234656,沙盒服务器,升级服务器需要暂时关闭服务器，升级完成后自动开启。,
234657,游戏记录,总游戏时长/分钟,
234658,游戏记录,累计游戏次数,
234659,游戏记录,与好友同玩次数,
234660,游戏记录,同房玩家,
234661,游戏记录,查看同房玩家>,
234662,游戏记录,本次游戏时长,
234663,游戏记录,我的游戏记录,
234664,游戏记录,同玩玩家,
234665,游戏记录,我在本图的游玩记录,
234666,游戏记录,首次记录,
234667,游戏记录,游戏记录说明,
234668,游戏记录,"游戏记录从1.58.0版本开始计算游戏
游戏时长需要1分钟以上才会计算
游戏记录上限500条超过部分会被新记录覆盖",
234669,游戏记录,已玩,
234670,游戏记录,已删除的地图,
234671,游戏记录,一起玩时长,
234672,游戏记录,累计游玩时长,
234673,游戏记录,我本次游戏时间,
1000645,国内合规,迷你世界ICP备案号：粤ICP备15114487-10A,
1000646,国内合规,算法备案号：网信算备440305173762702230015号,
9312514,悦享赛事,确定将签名提交审核？,
9312515,悦享赛事,请写下你的赛事签名......,
9312516,悦享赛事,请随机你的赛事签名,
9312517,悦享赛事,确定提交该签名?,
9312518,悦享赛事,确定提交,
9312519,悦享赛事,该用户还没有设置签名哦,
18000,悦享卡飞行棋,飞行棋,
18001,悦享卡飞行棋,获取骰子,
18002,悦享卡飞行棋,幸运奖池,
18003,悦享卡飞行棋,圈数奖励,
18004,悦享卡飞行棋,完成第%d圈奖励,
18005,悦享卡飞行棋,迷你豆兑换,
18006,悦享卡飞行棋,迷你币兑换,
18007,悦享卡飞行棋,悦享积分兑换,
18008,悦享卡飞行棋,每邀请1位好友玩飞行棋可得[color=#994B28](%d/%d)[/color],
18009,悦享卡飞行棋,满级开放,
18010,悦享卡飞行棋,限购[color=#FF0000]%d[/color]次,
18011,悦享卡飞行棋,[color=#5CCCB6]%s[/color] 邀请你参与悦享幸运飞行棋,有机会领取以下奖励哦！
18012,悦享卡飞行棋,摇骰子次数不够,
18013,悦享卡飞行棋,恭喜获得直达格奖励,
18014,悦享卡飞行棋,第%d圈,
18015,悦享卡飞行棋,已抽中,
18016,悦享卡飞行棋,所需货币不足,
18017,悦享卡飞行棋,限购次数为0,
18018,悦享卡飞行棋,你有[color=#994B28][size=24]1张悦享任务券[/size][/color]尚未使用，是否对这个任务进行使用,
18019,悦享卡飞行棋,"幸运奖池玩法：
1.有问号的棋格为幸运格，当走至幸运格上时即触发幸运奖池的抽取。
2.走至幸运奖池每次可抽取到一个奖励，已抽到的奖励不能被重复抽取，因此每次走至幸运格将会随机必得其他未抽中的奖励，直到抽完所有奖励。
3.抽完所有幸运奖池内奖励后则抽奖结束，走至幸运格无法再触发幸运抽奖。",
18020,悦享卡飞行棋,#cfa7a0f@1#n 邀请你参与悦享卡飞行棋,
18021,悦享卡飞行棋,"1.投掷的骰子步数纯随机，投掷出来的数均为1/6的概率
2.圈数奖励不是必得，圈数奖励根据骰子行走的最终步数获得",
18022,悦享卡飞行棋,圈数奖励说明,
9312800,移动兑换,高级礼券,
172900,新版商店,限售,
172901,新版仓库,体验,
9312520,悦享赛事,修改太频繁，请稍后重试,
9320000,虚空之夜活动,保留9320000-9320100,
9320001,虚空之夜活动,虚空币,
9320002,虚空之夜活动,成功领取,
9320003,虚空之夜活动,虚空币，仅可用于活动内兑换奖励,
9320004,虚空之夜活动,战斗升级,
9320005,虚空之夜活动,万物变异,
9320006,虚空之夜活动,虚空侵袭,
9320007,虚空之夜活动,> 点击任意弹窗外位置关闭 <,
9320008,虚空之夜活动,房间人数已满，请选择其他房间,
9320009,虚空之夜活动,全新冒险,
9320010,虚空之夜活动,冒险存档,
9320011,虚空之夜活动,多人游戏,
9320012,虚空之夜活动,暂无冒险存档,
9320013,虚空之夜活动,快速体验>,
9320014,虚空之夜活动,暂无可加入的冒险地图房间，\n自己创建一个吧!,
19000,瓜分迷你币,每收集一张福卡抽到迷你币的概率增加%d%%（最高提升到70%%）,
19001,瓜分迷你币,瓜分成功,
19002,瓜分迷你币,您未收集到福卡，不能参与瓜分大奖。,
19003,瓜分迷你币,完成前置任务，次日才能开启后置任务,
19004,瓜分迷你币,开奖倒计时：%d小时%d分%d秒,
19005,瓜分迷你币,第%d天,
19006,瓜分迷你币,恭喜%s抽中了%s,
19007,瓜分迷你币,本轮抽奖已结束！,
20001,个人中心,开启[color=#ff8a18]自定义头像[/color]功能点击头像进行修改,
1112516,聚合,迷你号@1因渠道限制登录失败，请前往@2下载迷你世界或创建新号进入游戏！,
1112517,聚合,完善账号信息，可用于账号找回，保障你的账号安全。可用来登录的信息无法直接解绑，如需解绑，使用,
1112518,聚合,@1未绑定迷你号，请选择绑定已有迷你号或者创建新迷你号！！！,
1112519,聚合,注销提交成功，[color=#FF0000]注销提交@1后将删除该账号的所有数据[/color]。请注意，在此期间，若使用该迷你号登录迷你世界，则视为您撤销该迷你号的注销申请。,
1112520,聚合,@1月,
1112521,聚合,@1年,
1112522,聚合,为了保证账号安全，需收集您的姓名及身份证号用于账号注销验证：,
1112523,聚合,尾号为@1,
1112524,聚合,为了保证账号安全，请完成@1的@2验证：,
1112525,聚合,账号恢复,
1112526,聚合,为了账号安全，[color=#ff9a36]请完成@1的@2验证[/color]，请注意，完成验证后将撤销账号注销，恢复正常使用。,
1112527,聚合,为了账号安全，[color=#ff9a36]需收集您的姓名及身份证号用于账号验证[/color]，请注意，完成验证后将撤销账号注销，恢复正常使用。,
1112528,聚合,为了账号安全，[color=#ff9a36]请完成账号绑定信息验证[/color]，请注意，完成验证后将撤销账号注销，恢复正常使用。,
1112529,聚合,该迷你号于[color=#ff9a36]@1[/color]提交注销。若要继续登录将撤销对该迷你号的注销。,
1112530,聚合,继续登录,
1112531,聚合,登录已过期，请重新登录，如忘记密码可尝试使用下方找回账号功能或联系客服,
1112532,聚合,你的账号被封禁至@1，如有疑问可联系迷你世界客服咨询。,
1112533,聚合,该手机号未绑定迷你账号，继续找回其他账号，还是使用该手机号登录进入游戏。,
1112534,聚合,继续找回,
1112535,聚合,开头为@1,
1112536,聚合,使用该手机号登录,
1112537,聚合,该手机号上次登录过@1，但未绑定迷你号，是继续尝试其他方式找回号还是使用该手机号注册迷你号进入游戏?,
1112538,聚合,上次登录应用,
1112539,聚合,未绑定迷你号,
1112540,聚合,该手机号上次登录过@1，但未绑定迷你号，可以使用该手机号登录并创建迷你号进入游戏。,
1112541,聚合,受到迷你守护监管，您即将在@1后停止游戏，请及时保存游戏进度！,
1112542,聚合,您可前往《迷你守护》小程序进行了解,
1112543,聚合,请输入完整@1,
1112544,聚合,请输入@1的新密码：,
1112545,聚合,请输入@1的新密码，并设置自定义帐号名，更方便记住：,
1112546,聚合,后续可使用帐号名+密码的方式登录并创建迷你号进入游戏，请注意账号信息保密，谨防密码泄露。,
1112547,聚合,后续可使用迷你号+密码或帐号名+密码的方式登录，请注意账号信息保密，谨防密码泄露。,
1112548,聚合,后续可使用迷你号+密码的方式登录，请注意账号信息保密，谨防密码泄露。,
1112549,聚合,登录认证失败，请重新登录。如遇无法登录情况可以进行账号找回或联系人工客服求助。,
1112550,聚合,账号与渠道绑定，不支持删除,
1112551,聚合,账号未设置密码，不支持删除,
1112552,聚合,账号所在目录无读写权限，不支持删除,
1112553,聚合,请输入要找回密码的迷你号/账号,
1112554,聚合,使用手机等其他方式找回账号,
1112555,聚合,迷你号@1绑定了@2尾号的手机，请先完成验证：,
1112556,聚合,迷你号@1绑定了@2邮箱，请先完成验证：,
1112557,聚合,迷你号@1未绑定任何信息，请使用账号申诉找回账号,
1112558,聚合,账号@1绑定了@2尾号的手机，请先完成验证：,
1112559,聚合,账号@1绑定了@2邮箱，请先完成验证：,
1112560,聚合,账号@1未绑定任何信息，请使用账号申诉找回账号,
1112561,聚合,华为账号,
1112562,聚合,通过解绑华为账号，重启迷你世界可以重新唤起华为账号登录-转移原华为渠道包的账号资产，完整继承之前的游戏进度,
1112563,聚合,解绑成功后将为你重启迷你世界，可以重新使用华为账号登录，是否确认解绑?,
1112564,聚合,您输入的账号查询失败，请重新输入正确的账号或联系人工客服找回！,
1112565,聚合,输入的手机号不正确,
1112566,聚合,验证次数达到上限,
1112567,聚合,上传日志并联系客服,
1112568,聚合,"是否同意上传游戏日志？
确认后，系统将查询本地文件并上传",
1112569,聚合,上传人数较多，请稍后重试，若遇到无法登陆问题可联系客服,
1112570,聚合,上次次数过多，请明天再试,
1112571,聚合,日志编号,
1112572,聚合,日志上传,
1112573,聚合,游戏停服维护中，暂时无法登录，停服详情可查看停服公告！,
1112574,聚合,停服公告,
1112575,聚合,请输入@1的@2,
1112576,聚合,验证成功！,
1112577,聚合,登录已过期，请使用华为账号重新登录！,
599500,实名认证,认证失败，请仔细核对证件！,
599501,实名认证,今天仅剩 @1 次认证机会，完成认证之前您将被纳入未成年防沉迷系统！,
599502,实名认证,实名验证中！,
599503,实名认证,人脸识别失败，请检查提交的信息并重新输入！,
599504,实名认证,该功能仅在迷你世界手机App中开放！,
599505,实名认证,迷你世界实名认证,
599506,实名认证,为每一位探险家提供阳光般的守护,
599507,实名认证,您的Windows系统版本需要升级，否则可能无法正常体验游戏，如有疑问可联系[color=#DDB981]<html><a href='1'>迷你世界客服</a></html>[/color]咨询。,
599508,实名认证,亲爱的冒险家，根据国家规定游戏前必须完成实名认证，未实名账号不能进行游戏，是否继续完成实名认证？,
600002,实名认证,亲爱的冒险家，根据国家游戏防沉迷规定，18岁以下的未成年人仅能在法定节日和每周五，周六，周日20:00-21:00玩游戏,
600003,实名认证,想探索更多创造的奥秘，可以#L#cfa7a0f前往《迷你星工场》#n，百款神秘地图，任你创作改编,
600004,实名认证,想与好友畅聊生活、学习建筑技巧、探索未知新世界，赶紧#L#cfa7a0f前往《迷你基地》#n，此刻快乐不限时！,
600005,实名认证,点击查看我的实名注册信息,
600006,实名认证,身份证号,
600007,实名认证,该身份今日验证次数达到上限！,
600008,实名认证,认证通过！,
600009,实名认证,您可以正常进行游戏啦！
9314000,动态,请选择至少一个抽奖条件,
9314001,动态,最多选@1个,
9314002,动态,请先取消奖品再重新设置中奖人数,
9314003,动态,单次中奖人数上限@1人,
9314004,动态,不可设置大于@1天的抽奖,
9314005,动态,单次抽奖金额上限@1迷你币,
9314006,动态,本周@1次抽奖次数已用光,
9314007,动态,请选择单份奖励的奖品额度！,
9314008,动态,中奖人数需与奖品份数相等，请先取消奖品,
9314009,动态,抽奖动态在开奖之前不支持删除。,
9314010,动态,确认添加,
9314011,动态,抽奖条件：,
9314012,动态,中奖人数错误,
9314013,动态,请添加奖品,
9314014,动态,截止时间要在当前时间的@1分钟后,
9314015,动态,超过单次抽奖金额上限,
9314016,动态,待开奖,
9314017,动态,   [color=#DDB981]<html><a href='1'>抽奖说明>></a></html>[/color],
9314018,动态,抽奖说明,
9314019,动态,"本次抽奖奖品：[color=#FA7A0F]@1[/color]
将在点击发布动态后，扣除账号[color=#FA7A0F]@2[/color]迷你币！",
9314020,动态,确认添加,
9314021,动态,奖池：@1@2*@3人,
9314022,动态,作者已修改可见权限，查看失败,
9314023,动态,中奖人数：,
9314024,动态,已报名：,
9314025,动态,已报名，请去完成抽奖条件,
9314026,动态,你已报名%s发布的抽奖活动，请完成动态要求的抽奖条件，才有可能中奖。,
9314027,动态,[color=#FD4C55]恭喜你，中奖了！[/color]奖品已经发放至仓库，请及时查收。,
9314028,动态,很抱歉，你未中奖。,
9314029,动态,你发起的抽奖活动已开奖，快来看看吧。,
9314030,动态,你的抽奖动态审核未通过，迷你币已退回账号。,
9314031,动态,你的活动已开奖，因符合条件的人数不足，奖品对应迷你币退回账号。,
9314032,动态,评论了你的动态 “@1”,
9314033,动态,回复了你的评论 “@1”,
9314034,动态,在动态@了你,
9314035,动态,在评论@了你,
9314036,动态,动态互动,
9314037,动态,@我,
9314038,动态,动态转赞评数据,
9314039,动态,点击报名,
9314040,动态,点击报名后完成全部条件可自动参与抽奖！,
9314041,动态,碎片自选礼包,
9314042,动态,中奖人数：@1人,
9314043,动态,参与条件：@1,
9314044,动态,开奖时间：@1年@2月@3日 @4:@5,
9314045,动态,开奖状态：[color=#7BBE3A]已开奖[/color],
9314046,动态,开奖状态：[color=#DD992E]待开奖[/color],
9314047,动态,参与条件完成进度,
9314048,动态,查看抽奖动态,
9314049,动态,去完成,
9314050,动态,未报名,
9314051,动态,查看,
9314052,动态,请先选择地图,
9314053,动态,抽奖需公开，请先设置抽奖动态为所有人可见。,
9314054,动态,已报名,
9314055,动态,暂不满足使用条件：账号注册时间需＞@1天,
9314056,动态,检测到账号存在安全风险，暂无法使用抽奖功能。,
9314057,动态,暂不满足使用条件：单月抽奖总金额需＜@1迷你币,
9314058,动态,暂不满足使用条件：单月抽奖发起次数已超过@1次,
9314059,动态,抽奖包含评论条件，请前往个人中心-设置打开动态的所有人回复权限。,
9314060,动态,保存图片需要授权相册访问权限，请到个人中心-设置开启。,
9314061,动态,开发者者地图累计玩家少于1000人。,
9314062,动态,需要使用到存储权限，用来保存文件到本地,
9314063,动态,保存到桌面,
9314064,动态,保存到相册,
9314065,动态,抽奖活动详情,
9314066,动态,添加条件(@1),
9314067,动态,抽奖动态需要公开所有人可见,
9314068,动态,抽奖含动态评论条件，禁止关闭评论权限,
9314069,动态,刚刚发布了一条@你的动态,
9314070,动态,抽奖含动态评论条件，未开奖,
9314071,动态,"评论内容大于400字,无法发送",
9314072,动态,选择话题数量不能超过@1个,
9314073,动态,@1详情[color=#719FD8](进行中)[/color],
9314074,动态,@1详情[color=#646464](已结束)[/color],
9314075,动态,抽奖,
9314076,动态,投票,
9314077,动态,[color=#F96888]好评[/color],
9314078,动态,[color=#514E45]差评[/color],
9314079,动态,文本内含不可用词汇，请删除后重试！,
9314080,动态,时尚无界，搭配有道！,
9314081,动态,展现你的搭配天赋，让每一件单品在你的巧手下焕发生机！,
9314082,动态,动态搭配活动火热进行中,
9314083,动态,已开奖,
9314084,动态,未开奖,
9314085,动态,选择分类，找到同好,
9314086,动态,内容分类,
9314087,动态,已选分类,
9314088,动态,（推荐和关注不支持更改，其余分类可拖动改变顺序）,
9314089,动态,可选分类,
9314090,动态,等待冒险家投稿动态内容~,
9314091,动态,不属于以上分类,
9314092,动态,发讨论,
9314093,动态,讨论量,
9314094,动态,互动量,
9314095,动态,你已添加@1，@2功能不能同时使用,
9314096,动态,确认删除已编辑好的@1组件吗？,
9314097,动态,部分可见,
9314098,动态,个人主页隐藏,
9314099,动态,是否要保存草稿？,
9314100,动态,是否要覆盖最早一条草稿\n,
9314101,动态,你已经编辑了动态内容，是否要保存草稿?,
9314102,动态,草稿箱,
9314103,动态,草稿箱(@1/@2),
9314104,动态,草稿在应用卸载时会被删除，请及时发布,
9314105,动态,上传@1大小超过限制，请控制在@2以内,
9314106,动态,是否确认删除该动态！,
9314107,动态,动态已设置隐藏，并取消了置顶！,
9314108,动态,输入问题，请以问号结尾,
9314109,动态,添加问题描述(请勿发布违规内容，禁止传播诱导类信息和社交软件相关信息,
9314110,动态,已输入问题，确认要取消问答并清空内容吗？,
9314111,动态,邀请回答,
9314112,动态,还没有回答，静待大牛出现,
9314113,动态,回答,
9314114,动态,存草稿,
9314115,动态,仅好友粉丝可见,
9314116,动态,推荐回答,
9314117,动态,提问：@1,
9314118,动态,写回答,
9314119,动态,设为最佳,
9314120,动态,最佳回答,
9314121,动态,取消最佳,
9314122,动态,邀请你回答,
9314123,动态,回答了你的问题：@1,
9314124,动态,你的回答,
9314125,动态,被设为最佳,
9314126,动态,更换封面,
9314127,动态,共@1条回答,
9314128,动态,草稿保存成功！,
9314129,动态,邀请已发出！,
9314130,动态,全部公开,
9314131,动态,是否确认删除草稿？,
9314132,动态,回答问题需要全部公开,
9314133,动态,原@1已@2,
9314134,动态,@1@@2,
9314135,动态,转发,
9314136,动态,仅预览,
9314137,动态,动态问答消息,
9314138,动态,是否确认添加@1，将替换已选择的@2,
9314139,动态,视频封面截取失败，请更换视频或者重新选择视频,
9314140,动态,上传失败，请检查上传文件@1！,
9314141,动态,添加本地图片,
9314142,动态,选择图片,
9314143,动态,（未上云的相片将会在动态发布时同步上传云端）,
9314144,动态,选择模板,
9314145,动态,（未上云的模板将会在动态发布时同步上传云端）,
9314146,动态,拍摄模板(拍同款),
9314147,动态,图片数量已达上限,
700001,个性化动作,已选中目标玩家,
700002,个性化动作,其他玩家正在发起邀请，请稍后再试,
700003,个性化动作,需点击其他玩家才能发起互动动作！,
700004,个性化动作,接受方位置发生移动！,
700005,个性化动作,对方当前状态无法接受邀请！,
700006,个性化动作,等待对方响应中,
700007,个性化动作,正在播放互动动作，请稍后再试,
700008,个性化动作,对方移动超出播放范围，动作邀请取消,
700009,个性化动作,已到达常用动作设置上限！,
700010,个性化动作,最少设置数量为1,
700011,个性化动作,地图内变身动作,
700012,个性化动作,暂未获取多人动作，请前往商城购买,
700013,个性化动作,检索无结果,
700014,个性化动作,邀请你一起播放@1,
700015,个性化动作,邀请[color=#45B7D8]@1[/color]播放[color=#DD992E]@2[/color],
700016,个性化动作,@1s后自动取消,
700017,个性化动作,@1秒后才能发起邀请,
700018,个性化动作,您尚未拥有[color=#45B7D8]@1[/color]正在播放的[color=#DD992E]@2[/color]，因此无法参与该动作播放，是否前往获取?,
700019,个性化动作,当前玩家状态无法播放动作,
700020,个性化动作,当前地图不支持播放多人互动动作,
700021,个性化动作,个人中心设置为多人时才可以使用多人动作哦,
700022,个性化动作,个人中心展示的另一位玩家外观不满足动作播放条件，需穿着@1,
700023,个性化动作,变身状态无法参与动作,
700024,个性化动作,在坐骑上无法参与动作,
700025,个性化动作,变身状态下无法播放互动动作,
700026,个性化动作,地图内无法切换默认动作,
700027,个性化动作,非坐骑状态才能发起互动动作,
700028,个性化动作,"暂未设置互动组合，
可在仓库-动作里设置",
700029,个性化动作,互动搭配槽位保存失败,
700030,个性化动作,快捷栏槽位保存失败,
172902,新版商店,赠送内容,
172903,新版商店,购买礼包其他内容即可获取,
174000,建筑工升职记,称号领取成功,
9310022,消息中心,作品互动,
9310023,消息中心,评论了你的作品：@1,
9310024,消息中心,赞了你的作品：@1,
9310025,消息中心,收藏了你的作品：@1,
9310026,消息中心,投块了你的作品：@1,
9310027,消息中心,是否确认清除全部未读消息？,
9310028,消息中心,动态抽奖消息,
9310029,消息中心,动态投票消息,
9310030,消息中心,动态助手,
9310031,消息中心,礼物消息,
9310032,消息中心,创作者助手,
9310033,消息中心,运营活动,
9310034,消息中心,回复的评论已被删除,
9310035,消息中心,创作者助手,
9310036,消息中心,一键已读,
9310037,消息中心,一键领取,
9310038,消息中心,删除已读,
9310039,消息中心,暂无消息,
9310040,消息中心,详情,
9310041,消息中心,立刻前往,
9310042,消息中心,查看原因,
9310043,消息中心,去查看,
9310044,消息中心,是否确认已读全部信息？,
9310045,消息中心,待领取,
9310046,消息中心,查看全文,
9310047,消息中心,主持人,
9310048,消息中心,请勿发布违规内容，禁止传播诱导类信息和社交软件等联系方式！,
9310049,消息中心,赞了你的模板：@1,
9310050,消息中心,收藏了你的模板：@1,
141030,跨图传送功能,宇宙,
141031,跨图传送功能,未知宇宙,
141032,跨图传送功能,未知,
141033,跨图传送功能,[size=28]宇宙穿越[/size]\n只要在冒险存档内将星站升级到二级星站，就可以实现游戏内传送到其它有建造二级星站的冒险地图上的功能。\n同时你可以使用【星链货运终端】实现跨地图的道具传送。\n（星链货运终端制作方式：[color=#DCA05D]星站能源碎片x2+钛合金x2[/color]）\n部分宇宙需要经过存档主同意或者输入房间密码才能降落以及使用货运终端。\n[color=#C82826]Tips：使用迷你云服开设冒险存档，房主不在线小伙伴们也能传送过来哦。\n \n[/color][size=28]宇宙传送列表[/size]\n可探索宇宙：展示当前所有允许降落在线并有建造二级传送舱的冒险玩法房间。\n到访过的宇宙：展示我曾经穿越过的冒险房间（历史100个记录）。,
141034,跨图传送功能,可探索的宇宙,
141035,跨图传送功能,历史访问宇宙,
141036,跨图传送功能,我的宇宙,
141037,跨图传送功能,房主不允许降落,
141038,跨图传送功能,设置他人通过二级星站降落权限。,
141039,跨图传送功能,设置他人使用宇宙传送的权限，不影响存档主的使用。,
141040,跨图传送功能,设置他人对星链货运终端的使用权限，不影响存档主的使用。,
141041,跨图传送功能,请耐心等待审核结果，方可再次修改简介信息,
141042,跨图传送功能,(审核中，审核通过自动生效),
141043,跨图传送功能,(审核通过),
141044,跨图传送功能,(审核不通过，该简介涉及@1内容，请重新填写),
141045,跨图传送功能,当前宇宙不在线，请访问其它宇宙,
141051,新版评论,累计游玩@1,
141200,收藏夹功能,收藏夹,
141201,收藏夹功能,我的收藏夹,
141202,收藏夹功能,个内容,
150001,个人中心V2,装扮皮肤,
150002,个人中心V2,装扮形象卡,
150003,个人中心V2,买同款,
150004,个人中心V2,还没有拍档,
150005,个人中心V2,前往添加,
150006,个人中心V2,该用户设置了隐私权限，不可查看,
150007,个人中心V2,未发布动态,
150008,个人中心V2,暂未解锁,
150009,个人中心V2,暂未收到礼物,
150010,个人中心V2,暂无拍档,
150011,个人中心V2,暂未获取,
150012,个人中心V2,总下载,
150013,个人中心V2,总游玩,
150014,个人中心V2,获赞,
150015,个人中心V2,暂时没有作品,
150016,个人中心V2,已收到的礼物:,
150017,个人中心V2,暂时没有收到礼物,
150018,个人中心V2,魅力值,
150019,个人中心V2,发布作品,
150020,个人中心V2,个性装扮,
150021,个人中心V2,暂未获得装扮,
150022,个人中心V2,获得新背景：@1背景！,
150023,个人中心V2,隐私权限,
150024,个人中心V2,装扮权限,
150025,个人中心V2,定制权限,
150026,个人中心V2,坐骑权限,
150027,个人中心V2,收藏列表,
150028,个人中心V2,收藏数量,
150029,个人中心V2,勋章列表,
150030,个人中心V2,头像框查看,
150031,个人中心V2,头像框数量,
150032,个人中心V2,武器权限,
150033,个人中心V2,称号列表,
150034,个人中心V2,称号数量,
150035,个人中心V2,礼物列表,
150036,个人中心V2,访客,
150037,个人中心V2,获赞量,
150038,个人中心V2,记录访客踪迹,
150039,个人中心V2,勋章数量,
150040,个人中心V2,设置了隐私权限不可见,
150041,个人中心V2,关闭后访问他人个人中心不会加入访客统计，但点赞会重新纳入统计,
150042,个人中心V2,魅力,
150043,个人中心V2,推荐语还在审核中，请审核结束后再进行修改,
150044,个人中心V2,迷你印迹,
150045,个人中心V2,%s张相片,
150046,个人中心V2,幻灯片,
150047,个人中心V2,平铺,
