id,备注,中文简体1,翻译标记（示例）：0407更新待译,,,,,,,,,,
28922,0223游戏大厅,@1天前玩过,,,,,,,,,,,
28923,0223游戏大厅,一周前玩过,,,,,,,,,,,
28924,0223游戏大厅,刚刚玩过,,,,,,,,,,,
28925,0223游戏大厅,今天玩过,,,,,,,,,,,
28926,0223游戏大厅,暂无游戏记录~,,,,,,,,,,,
28927,0223游戏大厅,@1人玩过,,,,,,,,,,,
28928,0223游戏大厅,体育,,,,,,,,,,,
28929,0223游戏大厅,竞速,,,,,,,,,,,
28930,0316游戏大厅,暂无话题~,,,,,,,,,,,
28931,0316游戏大厅,最热,,,,,,,,,,,
28932,0316游戏大厅,游戏大厅,,,,,,,,,,,
28933,收藏地图常玩标记,常玩,,,,,,,,,,,
28934,推广类型,专题,,,,,,,,,,,
28935,推广类型,活动地图,,,,,,,,,,,
28936,推广类型,活动,,,,,,,,,,,
28937,推广类型,赛事,,,,,,,,,,,
28938,推广类型,标签,,,,,,,,,,,
28939,清空收藏弹窗,确认要清空您收藏的全部地图么？,,,,,,,,,,,
28940,无收藏地图文本,暂未收藏地图~,,,,,,,,,,,
28941,分发二期,可见范围,,,,,,,,,,,
28942,分发二期,已转为公共房间,,,,,,,,,,,
28943,分发二期,已转为单人游戏,,,,,,,,,,,
28944,分发二期,转为公开模式,,,,,,,,,,,
28945,分发二期,转为单人模式,,,,,,,,,,,
28946,分发二期,启动私人云服,,,,,,,,,,,
28947,标签体系,地图标签,,,,,,,,,,,
28948,标签体系,添加标签,,,,,,,,,,,
28949,标签体系,选择合适的标签，让作品被更多人看到,,,,,,,,,,,
28950,标签体系,加载中...,,,,,,,,,,,
28951,标签体系,绑定中...,,,,,,,,,,,
28952,标签体系,封禁,,,,,,,,,,,
28953,标签体系,玩法,,,,,,,,,,,
28954,标签体系,标签太多啦,,,,,,,,,,,
28955,标签体系,请输入标签,,,,,,,,,,,
28956,分发二期,游戏次数,,,,,,,,,,,
28957,分发二期,私人云服,,,,,,,,,,,
28958,标签体系,标签规则,,,,,,,,,,,
28959,标签体系,"1.最多可以添加@1个标签；
2.标签涉及血腥暴力、黄赌毒等违规情况将使作品无法通过审核哦~
3.官方有权对失实、恶意蹭流量的标签进行删除或修改，严重的将予以处罚；
4.推荐标签跳转主题页，自定义标签跳转搜索。自定义标签达到一定热度将有机会成为推荐标签~
5.选择和自定义贴合作品本身的标签，能让更多人看到你的作品~赶快去填写吧！",,,,,,,,,,,
28960,标签体系,自定义,,,,,,,,,,,
28961,标签体系,自定义标签，最多6个字,,,,,,,,,,,
28962,标签体系,添加,,,,,,,,,,,
28963,分发二期,在线人数,,,,,,,,,,,
28964,分发二期,选择全部则房间内所有玩家都可邀请其他玩家进入房间游戏，选择仅房主其他玩家则不可发起邀请,,,,,,,,,,,
28965,标签体系,同一个标签只能添加一次哦~,,,,,,,,,,,
28966,分发二期,转换为公开模式后其他玩家可以看到你创建的房间并加入,,,,,,,,,,,
28967,分发二期,转换为单人模式后其他玩家不能看到你的房间，你可选择单人游戏或邀请好友一起游戏,,,,,,,,,,,
28968,分发二期,是否退出游戏启动私人云服？,,,,,,,,,,,
28969,标签体系,更多标签,,,,,,,,,,,
28970,标签体系,收藏成功，可前往联机大厅[我的-收藏-标签]中查看,,,,,,,,,,,
28971,标签体系,累计游玩%s次,,,,,,,,,,,
28972,标签体系,标签合集,,,,,,,,,,,
28973,标签体系,当前作品不符合参与条件噢~,,,,,,,,,,,
28974,标签体系,查看详情>>,,,,,,,,,,,
28975,标签体系,您选择的“@1”地图类型不符合“@2”活动参与条件， 修改地图类型将移除已选的“@3”标签！,,,,,,,,,,,
28976,标签体系,修改,,,,,,,,,,,
28977,,备注,,,,,,,,,,,
28978,,请退出地图后再操作,,,,,,,,,,,
28979,,好友不在地图内，暂时无法跟随哦～,,,,,,,,,,,
28980,框架N期,云服地图,,,,,,,,,,,
28981,框架N期,下载,,,,,,,,,,,
28982,框架N期,我的,,,,,,,,,,,
28983,框架N期,管理,,,,,,,,,,,
28984,框架N期,游戏库,,,,,,,,,,,
28985,框架N期,游戏记录,,,,,,,,,,,
28986,框架N期,今天,,,,,,,,,,,
28987,,单人,,,,,,,,,,,
28988,,本局时长,,,,,,,,,,,
28989,,本局人数,,,,,,,,,,,
28990,,未能请求到地图信息，请稍后再试,,,,,,,,,,,
28991,,来自,,,,,,,,,,,
28992,,入库,,,,,,,,,,,
28993,,下载入库,,,,,,,,,,,
28994,,"未上传的存档删除将无法恢复
确认删除存档？",,,,,,,,,,,
28995,,"本地未备份存档[color=#FF0000]删除将无法恢复[/color]
确认从库内删除？",,,,,,,,,,,
28996,,添加入库,,,,,,,,,,,
28997,,正在删除,,,,,,,,,,,
28998,,删除本条游戏记录？,,,,,,,,,,,
28999,0110云服补充,@1人在线,,,,,,,,,,,
29000,联机模式预留 26000-29000,,,,,,,,,,,,
29001,,删除存档,,,,,,,,,,,
29002,,发布地图,,,,,,,,,,,
29003,,"无需
下载",,,,,,,,,,,
29004,,关闭评论区后任何人都不能写评论，确定吗？,,,,,,,,,,,
29005,,关闭评论区,,,,,,,,,,,
29006,,本地存档上限,,,,,,,,,,,
29007,,500MB,,,,,,,,,,,
29008,,1GB,,,,,,,,,,,
29009,,3GB,,,,,,,,,,,
29010,,5GB,,,,,,,,,,,
29011,,8GB,,,,,,,,,,,
29012,,10GB,,,,,,,,,,,
29013,,本地储存已达上限，记得清理不需要的地图/游戏，或在设置中调整容量上限,,,,,,,,,,,
29014,,更早,,,,,,,,,,,
29015,,一周前,,,,,,,,,,,
29016,,玩过的地图会自动加入游戏库，可以在开始游戏找到并管理哦,,,,,,,,,,,
29017,,我知道了,,,,,,,,,,,
29018,,已经将地图ID：@1复制到剪切板,,,,,,,,,,,
29019,云端备份,云端备份删除成功,,,,,,,,,,,
29020,云端备份,正在从云端下载,,,,,,,,,,,
29021,云端备份,备份上传成功,,,,,,,,,,,
29022,云端备份,正在分享，上传地图完成后才能执行此操作,,,,,,,,,,,
29023,云端备份,"此地图未下载完成,不能执行该操作",,,,,,,,,,,
29024,云端备份,云端备份,,,,,,,,,,,
29025,云端备份,本地备份,,,,,,,,,,,
29026,云端备份,暂无备份，是否创建新的备份？,,,,,,,,,,,
29027,云端备份,创建备份,,,,,,,,,,,
29028,云端备份,还原同步,,,,,,,,,,,
29029,云端备份,是否将该地图备份上传到云端？,,,,,,,,,,,
29030,云端备份,可用云端容量：%s可用，共%s,,,,,,,,,,,
29031,云端备份,正在上传至云端,,,,,,,,,,,
29032,云端备份,云端剩余容量不足,,,,,,,,,,,
29033,创作中心扩容,已创建,,,,,,,,,,,
29034,钢琴道具,灵魂钢琴家附着了你的身体，请欣赏它给你带来的演奏吧,,,,,,,,,,,
29035,钢琴道具,灵魂钢琴家离开了，演奏交还给你~,,,,,,,,,,,
29036,地图生产及发布链路更新,我的存档,,,,,,,,,,,
29037,地图生产及发布链路更新,下载存档,,,,,,,,,,,
29038,地图生产及发布链路更新,[color=#FF0000]所选内容包含了你创建地图的存档，是否删除[/color],,,,,,,,,,,
29039,地图生产及发布链路更新,编辑模式,,,,,,,,,,,
29040,地图生产及发布链路更新,"你尚未试玩调试，为保证玩家的游玩体验
请上传前进行云服调试，优秀的地图
有机会获得更多推荐哦～",,,,,,,,,,,
29041,地图生产及发布链路更新,"你尚未试玩调试，为保证玩家的游玩体验
请上传前进行试玩，优秀的地图
有机会获得更多推荐哦～",,,,,,,,,,,
29042,地图生产及发布链路更新,继续发布,,,,,,,,,,,
29043,地图生产及发布链路更新,云服调试,,,,,,,,,,,
29044,地图生产及发布链路更新,试玩,,,,,,,,,,,
29045,地图生产及发布链路更新（主云服） 二期,"当前地图为【云服模式】
上传后将不能更改为【存档模式】",,,,,,,,,,,
29046,地图生产及发布链路更新（主云服） 二期,编辑游戏,,,,,,,,,,,
29992,29990-29999 篮球模式预留,动作视角,,,,,,,,,,,
29993,29990-29999 篮球模式预留,抢断,,,,,,,,,,,
29994,29990-29999 篮球模式预留,阻挡,,,,,,,,,,,
29995,29990-29999 篮球模式预留,盖帽,,,,,,,,,,,
29996,29990-29999 篮球模式预留,传球,,,,,,,,,,,
29997,29990-29999 篮球模式预留,投篮,,,,,,,,,,,
29998,29990-29999 篮球模式预留,冲刺,,,,,,,,,,,
29999,29990-29999 篮球模式预留,右键：阻挡/投篮；左键：抢断/传球；空格：盖帽/冲刺,,,,,,,,,,,
30000,30000~31000为界面改版预留字段,删除地图,,,,,,,,,,,
30001,界面改版,取消上传,,,,,,,,,,,
30002,界面改版,暂停上传存档,,,,,,,,,,,
30003,界面改版,取消分享,,,,,,,,,,,
30004,界面改版,暂停下载,,,,,,,,,,,
30005,界面改版,更新上传,,,,,,,,,,,
30006,界面改版,录像存档,,,,,,,,,,,
30007,界面改版-界面风格,界面风格切换成功，下次启动游戏生效,,,,,,,,,,,
30008,界面改版-存档-下载存档列表,下载列表为空，迷你工坊、联机大厅有更多好玩地图,,,,,,,,,,,
30009,界面改版-加载页面,正在努力加载中,,,,,,,,,,,
30010,界面改版,视角,,,,,,,,,,,
30011,界面改版,赛事,,,,,,,,,,,
30012,界面改版,点击确定后开始下载主题UI资源包,,,,,,,,,,,
30013,界面改版,UI资源包下载失败，请稍后再试,,,,,,,,,,,
30014,界面改版,主题的UI资源包正在下载中,,,,,,,,,,,
30015,界面改版,暂时无法获取资源文件，请稍后再试…,,,,,,,,,,,
30016,界面改版-好友聊天-迷你队长,新手资料,,,,,,,,,,,
30017,界面改版-联机房间,全房间禁言,,,,,,,,,,,
30018,界面改版-联机房间,刷屏自动禁言,,,,,,,,,,,
30019,界面改版-联机房间,无期限,,,,,,,,,,,
30020,界面改版-联机房间,5分钟,,,,,,,,,,,
30021,界面改版-联机房间,全房间禁言（开）：无法发送消息,,,,,,,,,,,
30022,界面改版-联机房间,全房间禁言（关）：可以发送消息,,,,,,,,,,,
30023,界面改版-联机房间,房主打开了房间内自动禁言（@1）,,,,,,,,,,,
30024,界面改版-联机房间,房主关闭了房间内自动禁言,,,,,,,,,,,
30025,@1表示禁言时间,你说话太快了，已被系统自动禁言（@1）,,,,,,,,,,,
30026,界面改版-联机房间,房主开启了全房间禁言，无法发送消息,,,,,,,,,,,
30027,界面改版-联机房间,全房间禁言：房间内除房主外的玩家禁止发言,,,,,,,,,,,
30028,界面改版-联机房间,自动禁言：房间内刷屏5次的玩家将会被自动禁言一段时间,,,,,,,,,,,
30029,界面改版-联机房间,已禁言,,,,,,,,,,,
30030,界面改版-联机房间,已取消禁言,,,,,,,,,,,
30031,商城改版,上线时间正序,,,,,,,,,,,
30032,商城改版,上线时间倒序,,,,,,,,,,,
30033,商城改版,价格从高到低,,,,,,,,,,,
30034,商城改版,价格从低到高,,,,,,,,,,,
30035,商城改版,男性装扮优先,,,,,,,,,,,
30036,商城改版,女性装扮优先,,,,,,,,,,,
30037,UI资源包更新,已下载的UI风格有更新内容#r#L#c03ddda(前往下载)#n#n,,,,,,,,,,,
30038,"UI资源包更新
 %s：21751-21753",%s风格有更新内容,,,,,,,,,,,
30039,"UI资源包更新
 %s：21751-21753",%s资源包下载中,,,,,,,,,,,
30040,UI资源包更新,已下载的资源包均为最新,,,,,,,,,,,
30041,UI资源包更新,,,,,,,,,,,,
30042,商城改版,还未拥有装扮哦，快去挑选吧,,,,,,,,,,,
30043,商城改版,节日限定,,,,,,,,,,,
30044,商城改版,新春限定,,,,,,,,,,,
30045,商城改版,花语程行,,,,,,,,,,,
30046,商城改版,迷你江湖,,,,,,,,,,,
30047,商城改版,暖萌动物园,,,,,,,,,,,
30048,商城改版,奇妙魔法屋,,,,,,,,,,,
30049,商城改版,未来科技,,,,,,,,,,,
30050,商城改版,经典,,,,,,,,,,,
30051,商城改版,搜索不到匹配的装扮,,,,,,,,,,,
30052,商城改版,总价格：,,,,,,,,,,,
30053,界面改版-设置,帧数限制,,,,,,,,,,,
30054,进入游戏界面,更新,,,,,,,,,,,
30055,进入游戏界面,语言,,,,,,,,,,,
30056,商城,点击前往商店查看,,,,,,,,,,,
30057,商城礼包,暂时没有礼包销售哦,,,,,,,,,,,
30058,商城礼包,礼包,,,,,,,,,,,
30059,商城礼包,限定,,,,,,,,,,,
30060,商城礼包,限购@1次,,,,,,,,,,,
30061,商城礼包,每日限购@1次,,,,,,,,,,,
30062,商城礼包,每周限购@1次,,,,,,,,,,,
30063,商城礼包,每月限购@1次,,,,,,,,,,,
30064,商城礼包,@1天内限购@2次,,,,,,,,,,,
30065,商城礼包,@1天后刷新,,,,,,,,,,,
30066,商城礼包,@1小时后刷新,,,,,,,,,,,
30067,商城礼包,@1天后下架,,,,,,,,,,,
30068,商城礼包,@1小时后下架,,,,,,,,,,,
30069,商城宝箱,礼盒/抽卡,,,,,,,,,,,
30070,商城宝箱,本期大奖,,,,,,,,,,,
30071,商城宝箱,抽1次,,,,,,,,,,,
30072,商城宝箱,抽5次,,,,,,,,,,,
30073,商城宝箱,更多,,,,,,,,,,,
30074,商城宝箱,本期奖励预览,,,,,,,,,,,
30075,商城宝箱,碎片商店,,,,,,,,,,,
30076,商城宝箱,解锁装扮,,,,,,,,,,,
30077,商城宝箱,再抽1次,,,,,,,,,,,
30078,商城宝箱,再抽5次,,,,,,,,,,,
30079,商城宝箱,奖励已放入仓库,,,,,,,,,,,
30080,商城宝箱,恭喜玩家@1幸运的抽中了@2,,,,,,,,,,,
30081,商城宝箱,已拥有：,,,,,,,,,,,
30082,商城宝箱,确认兑换@1？,,,,,,,,,,,
30083,商城宝箱,需消耗碎片数量：@1,,,,,,,,,,,
30084,商城宝箱,恭喜您获得@1，请前往装扮商店使用。,,,,,,,,,,,
30085,商城宝箱,"活动规则：
1、花费1张扭蛋券可扭蛋1次，花费5张扭蛋券可扭蛋5次，有机会获得永久装扮、装扮碎片等稀有奖励，奖池会不定期更新；
2、装扮碎片可在碎片商店内兑换永久装扮等道具，碎片商店会不定期更新；
3、已经拥有的装扮（永久获得）不会在扭蛋中重复获得；
4、活动解释权归迷你世界官方所有。",,,,,,,,,,,
30086,商城-坐骑等级,等级预览,,,,,,,,,,,
30087,商城礼包,购买所需碎片不足，请前往相关活动，福利等方式获取,,,,,,,,,,,
30088,商城宝箱,永久,,,,,,,,,,,
30089,商城宝箱,3天,,,,,,,,,,,
30090,商城宝箱,7天,,,,,,,,,,,
30091,商城宝箱,限定,,,,,,,,,,,
30092,商城宝箱,@1个,,,,,,,,,,,
30093,商城宝箱,重启游戏获得,,,,,,,,,,,
30094,商城礼包-成功购买后提示,您的仓库已满，礼包将发送至您的邮箱，请及时查收（邮件将为您保存30天）,,,,,,,,,,,
30095,商城礼包-邮件内容,感谢您购买礼包，您的仓库已满，请清理仓库后及时查收（本邮件将为您保存30天）,,,,,,,,,,,
30096,"商城宝箱
同30085；海外专用","活动规则：
 1、参与扭蛋活动，有机会获得永久装扮、装扮碎片等稀有奖励，奖池会不定期更新；
 2、装扮碎片可在碎片商店内兑换永久装扮等道具，碎片商店会不定期更新；
 3、已经拥有的装扮（永久获得）不会在扭蛋中重复获得；
 4、活动解释权归迷你世界官方所有。",,,,,,,,,,,
30097,商城宝箱,抽奖失败，请稍后重试。,,,,,,,,,,,
30098,商城礼包,您是否希望观看广告来领取额外奖励？机会仅此一次哦！,,,,,,,,,,,
30099,商城礼包,领取额外奖励,,,,,,,,,,,
30100,"30100-30130
 迷你点商城",刷新时间：#c7daa0a@1#n,,,,,,,,,,,
30101,,1天,,,,,,,,,,,
30102,,7天,,,,,,,,,,,
30103,,@1个,,,,,,,,,,,
30104,,装扮,,,,,,,,,,,
30105,,定制,,,,,,,,,,,
30106,,坐骑,,,,,,,,,,,
30107,,角色,,,,,,,,,,,
30108,,道具,,,,,,,,,,,
30109,,试穿,,,,,,,,,,,
30110,,脱下,,,,,,,,,,,
30111,,福利商店帮助,,,,,,,,,,,
30112,,今日剩余奖励次数：#c0aaa1a@1/@2#n,,,,,,,,,,,
30113,,迷你点不足，请观看广告获取迷你点,,,,,,,,,,,
30114,,温馨提示,,,,,,,,,,,
30115,,确定消耗@1迷你点购买以下物品？,,,,,,,,,,,
30116,,陪花小楼耐心观看广告，可获得迷你点，在迷你点商店可兑换精美装扮和实用道具，还可以在开发者地图里兑换商品哦！,,,,,,,,,,,
30117,,"什么是迷你点？
 通过在迷你世界完成任务，可获取相应数量的迷你点。迷你点可在福利商店或开发者地图里兑换商品。
 怎么获取迷你点？
 通过观看广告可获取相应数量的迷你点，每次获取的迷你点数量可能会不一样。",,,,,,,,,,,
30118,,陪花小楼耐心观看广告，可获得迷你点，在迷你点商店可兑换精美装扮和实用道具哦！,,,,,,,,,,,
30119,,"什么是迷你点？
通过在迷你世界完成任务，可获取相应数量的迷你点。迷你点可在迷你点商城里兑换商品。
怎么获取迷你点？
通过观看广告可获取相应数量的迷你点，每次获取的迷你点数量可能会不一样。",,,,,,,,,,,
30120,,今日广告次数已用完，明天再来吧,,,,,,,,,,,
30121,,#cef2d2d每天广告次数都会刷新哦#n,,,,,,,,,,,
30122,,观看广告,,,,,,,,,,,
30123,,迷你点不足,,,,,,,,,,,
30124,迷你点抽奖,浏览更多,,,,,,,,,,,
30125,迷你点抽奖,福利商店,,,,,,,,,,,
30126,迷你点抽奖,福利抽奖,,,,,,,,,,,
30127,迷你点抽奖,观看广告，获取更多迷你点参与抽奖。,,,,,,,,,,,
30128,迷你点抽奖,消费,,,,,,,,,,,
30129,迷你点抽奖,看广告，获取更多迷你点,,,,,,,,,,,
30130,迷你点抽奖,本期奖励预览,,,,,,,,,,,
30131,迷你点抽奖,开始,,,,,,,,,,,
30132,商城免费礼包,免费礼包,,,,,,,,,,,
30133,看广告获得迷你点,成功观看广告获得迷你点，请前往迷你点商城查看,,,,,,,,,,,
30134,为更好提供游戏内服务，请打开APP请求数据开关,为更好提供游戏内服务，请打开APP请求数据开关,,,,,,,,,,,
30135,不再提示,不再提示,,,,,,,,,,,
30136,迷你点抽奖,抽奖券不足,,,,,,,,,,,
30140,"30100-30140
 迷你点商城",,,,,,,,,,,,
30150,30150-30200 商城赠送,,,,,,,,,,,,
30151,商城赠送,赠送,,,,,,,,,,,
30152,商城赠送,输入迷你号/名称搜索好友,,,,,,,,,,,
30153,商城赠送,没有找到该玩家,,,,,,,,,,,
30154,商城赠送,家园等级#cfa7a0f3级#n以上，好友天数达#cfa7a0f5天#n可以进行赠送,,,,,,,,,,,
30155,商城赠送,对方家园果实等级3级以上才可收礼,,,,,,,,,,,
30156,商城赠送,好友天数达到5日才可收礼,,,,,,,,,,,
30157,商城赠送,家园果实等级3级以上才可进行赠送,,,,,,,,,,,
30158,商城赠送,选择祝福语,,,,,,,,,,,
30159,商城赠送,来自@1,,,,,,,,,,,
30160,商城赠送,确认赠送,,,,,,,,,,,
30161,商城赠送,天天都有好心情哦！,,,,,,,,,,,
30162,商城赠送,希望我们能一直做好朋友！,,,,,,,,,,,
30163,商城赠送,节日快乐，祝你开心！,,,,,,,,,,,
30164,商城赠送,"您将花费#c0aaa1a迷你币×@1#n来购买#cfa7a0f@2#n，请确认。
（适度娱乐理性消费）",,,,,,,,,,,
30165,商城赠送,@1确定,,,,,,,,,,,
30166,商城赠送,您的迷你币不足，请充值后赠送（首充双倍赠币不可用于赠送）,,,,,,,,,,,
30167,商城赠送,赠送成功，礼物正在发送.....,,,,,,,,,,,
30168,商城赠送,收到礼物,,,,,,,,,,,
30169,商城赠送,"收到@1（@2）的礼物：@3
祝福你：@4",,,,,,,,,,,
30170,商城赠送,有效期：永久,,,,,,,,,,,
30171,商城赠送,请穿戴装扮后再点击赠送,,,,,,,,,,,
30172,商城赠送,只能赠送或索要迷你币购买的定制装扮,,,,,,,,,,,
30173,商城赠送,"赠送清单：
总价格：#c0aaa1a迷你币×@1#n
#cfa7a0f@2#n #c0aaa1a迷你币×@3#n
#cfa7a0f@4#n #c0aaa1a迷你币×@5#n
（适度娱乐理性消费）",,,,,,,,,,,
30174,商城赠送,请绑定账号后再赠送,,,,,,,,,,,
30175,商城赠送,每日赠送上限20次,,,,,,,,,,,
30176,商城赠送,每日只能向同一玩家赠送5次,,,,,,,,,,,
30177,商城赠送,取消活动获得的装扮后才能赠送或索要哦~,,,,,,,,,,,
30178,商城赠送-首冲,您所选择的充值档位中，赠送的迷你币部分不可参与装扮及定制赠送，是否确定充值该档位？,,,,,,,,,,,
30179,商城赠送-首冲,适度娱乐，理性消费，切勿相信任何非官方充值渠道。#L#c0aaa1a查看更多注意事项#n,,,,,,,,,,,
30180,商城赠送-首冲,"1、赠送部分的迷你币不可用于藏品集市、发送红包和赠送功能。#r
2、官方不会有任何转账和发红包的要求，要求转账发红包的都是骗子！#r
3、不要相信“破解版本”，不要相信“冒充客服”的陌生人！",,,,,,,,,,,
30181,商城赠送-首冲,继续充值,,,,,,,,,,,
30182,商城赠送-首冲,充值注意事项,,,,,,,,,,,
30183,商城增加—购买烟花,物品与赠品都自动发送到仓库，若仓库已满则通过邮件发送,,,,,,,,,,,
30184,商城索要,索要,0429更新待译,,,,,,,,,,
30185,商城索要,装扮索要,0429更新待译,,,,,,,,,,
30186,商城索要,微信/QQ索要,0429更新待译,,,,,,,,,,
30187,商城索要,互加好友@1天后才能索要,0429更新待译,,,,,,,,,,
30188,商城索要,选择留言,0429更新待译,,,,,,,,,,
30189,商城索要,一年只有一次生日，不知道能否收到礼物@1,0429更新待译,,,,,,,,,,
30190,商城索要,"心情欠佳，急求一个@1让本宝宝开心>_<
",0429更新待译,,,,,,,,,,
30191,商城索要,过节的时候要是能有一个@1就好啦！,0429更新待译,,,,,,,,,,
30192,商城索要,"好朋友希望能有一个@1，十分感谢！
",0429更新待译,,,,,,,,,,
30193,商城索要,发送成功！,0429更新待译,,,,,,,,,,
30194,商城索要,您的索要申请已成功发送给#cfa7a0f@1#n,0508修改待译,,,,,,,,,,
30195,商城索要,网络异常，请稍后重试,0429更新待译,,,,,,,,,,
30196,商城索要,拒绝并删除,0429更新待译,,,,,,,,,,
30197,商城索要-邮件,前往赠送,0429更新待译,,,,,,,,,,
30198,商城索要-邮件,亲爱的#cfa7a0f@1#n #r@2,0508修改待译,,,,,,,,,,
30199,商城索要-邮件,抱歉，您向#cfa7a0f@1#n索要的#cfa7a0f@2#n装扮申请已被拒绝，要不找其他小伙伴吧,0429更新待译,,,,,,,,,,
30200,商城索要-邮件,装扮索要被拒绝通知,0429更新待译,,,,,,,,,,
30201,商城索要,先加个好友才能索要哦,0531更新待译,,,,,,,,,,
30202,商城页签,碎片,,,,,,,,,,,
30203,商城页签,特惠,,,,,,,,,,,
30204,商城页签——原“广告”，中文改为“福利”,福利,,,,,,,,,,,
30205,首充——鼓励充值描述,充值任意金额，即可领取永久专属定制装扮——@1！（每位迷你冒险家仅可领取1次哦）,,,,,,,,,,,
30206,商店-扭蛋-查看界面-标题,物品列表,,,,,,,,,,,
30207,商店-扭蛋-查看界面-内容,#cfa7a0f@1——未拥有#n,,,,,,,,,,,
30208,商店-扭蛋-查看界面-内容--橘色,@1——已拥有,,,,,,,,,,,
30209,商店-扭蛋-二级确认界面-内容,距离兑换此物品还需@1个碎片，确定继续抽取扭蛋吗？,,,,,,,,,,,
30210,抽奖券提示,@1张扭蛋券,,,,,,,,,,,
30211,弃用，可删除,5张扭蛋券,,,,,,,,,,,
30212,抽奖券提示,赠送扭蛋券×1,,,,,,,,,,,
30213,抽奖券提示,扭蛋券不足自动购买,,,,,,,,,,,
30214,抽奖券提示,购买@1次,,,,,,,,,,,
30215,抽奖券提示,注：扭蛋券可以在商店扭蛋中参与活动，有机会获取装扮奖励！,,,,,,,,,,,
30216,抽奖券提示,@1张活动券,,,,,,,,,,,
30217,弃用，可删除,10张活动券,,,,,,,,,,,
30218,抽奖券提示,1张果实券,,,,,,,,,,,
30219,抽奖券提示,赠送活动券×1,,,,,,,,,,,
30220,抽奖券提示,活动券不足自动购买,,,,,,,,,,,
30221,抽奖券提示,注：活动券可以在家园活动果实中参与活动，有机会获得坐骑碎片奖励！,,,,,,,,,,,
30222,买烟花提示,买烟花（赠送#cffda0a扭蛋券#n）,,,,,,,,,,,
30223,买烟花提示,买烟花（赠送#cffda0a活动券#n）,,,,,,,,,,,
30224,买烟花提示,购买成功，@2已放入仓库，赠送@1,,,,,,,,,,,
30225,抽奖券提示,是否用1张活动券购买一个金果实进行收获？（适度娱乐理性消费）,,,,,,,,,,,
30226,抽奖-物品列表,仅抽奖,,,,,,,,,,,
30227,抽奖-物品列表,仅兑换,,,,,,,,,,,
30228,抽奖-物品列表,抽奖&兑换,,,,,,,,,,,
30229,抽奖-兑换失败,已拥有此永久皮肤，无法兑换,,,,,,,,,,,
30230,抽奖-兑换失败,已拥有此永久部件，无法兑换,,,,,,,,,,,
30231,抽奖-兑换失败,碎片扣除失败，请稍后重试,,,,,,,,,,,
30232,抽奖-兑换失败,兑换道具失败，请联系客服处理,,,,,,,,,,,
30233,抽奖-兑换失败,领取道具失败，请联系客服处理,,,,,,,,,,,
30250,DIY装扮/AVATAR,该操作将会清除您当前的形象，是否确认继续？ 提示：您可以在其他空位上备份自己的装扮,,,,,,,,,,,
30251,DIY装扮/AVATAR,当前形象将会被所选形象覆盖，建议先备份。,,,,,,,,,,,
30252,DIY装扮/AVATAR-avatar特权卡,定制装扮特权卡,,,,,,,,,,,
30253,avatar特权卡,购买后可以获得大部分定制装扮的免费使用权，有效期30天，购买后立即生效,,,,,,,,,,,
30254,avatar特权卡,@1天,,,,,,,,,,,
30255,avatar特权卡,您拥有定制装扮特权卡，期限内可免费使用大部分定制装扮，您可以选择保存试穿，或购买未拥有定制装扮的永久使用权。,,,,,,,,,,,
30256,avatar特权卡,特权卡专享,,,,,,,,,,,
30257,avatar特权卡,您的定制装扮特权卡即将到期，到期后您未拥有的定制装扮搭配将被清除，是否进行续费保留特权,,,,,,,,,,,
30258,avatar特权卡,续费特权,,,,,,,,,,,
30259,avatar特权卡,保存试穿,,,,,,,,,,,
30260,avatar特权卡,购买成功，快去搭配定制装扮吧！,,,,,,,,,,,
30261,商城索要,您已赠送过该装扮给@1，请勿重复赠送。,,,,,,,,,,,
30262,商城索要,装扮已通过邮件赠送给@1，邮件可能存在延迟，可提醒好友重新登录后查收。,,,,,,,,,,,
30270,商店-扭蛋-查看界面-标题,物品列表,,,,,,,,,,,
30271,商店-扭蛋-查看界面-内容--橘色,#cfa7a0f@1——未拥有#n,,,,,,,,,,,
30272,商店-扭蛋-查看界面-内容,@1——已拥有,,,,,,,,,,,
30273,商店-扭蛋-二级确认界面-内容,距离兑换此物品还需@1个碎片，确定继续抽取扭蛋吗？,,,,,,,,,,,
30274,商店-扭蛋-二级确认界面-标题,确认,,,,,,,,,,,
30275,商店-碎片礼包,请选择购买数量,,,,,,,,,,,
30276,商店-碎片礼包,已拥有,,,,,,,,,,,
30277,商店-碎片礼包,已拥有，不要重复购买哦~,,,,,,,,,,,
30278,商城索要-装扮代付,索要装扮@1,0429更新待译,,,,,,,,,,
30279,商城索要-装扮代付,朋友代付,0517修改待译,,,,,,,,,,
30280,商城索要-装扮代付,扫一扫二维码代付：,0517修改待译,,,,,,,,,,
30281,商城索要-装扮代付,分享链接,0429更新待译,,,,,,,,,,
30282,商城索要-装扮代付,保存图片,0429更新待译,,,,,,,,,,
30283,商城索要-装扮代付,提示：代付用户适用年满18岁以上,0429更新待译,,,,,,,,,,
30284,商城索要-装扮代付,分享到微信,0429更新待译,,,,,,,,,,
30285,商城索要-装扮代付,分享到QQ,0429更新待译,,,,,,,,,,
30286,商城索要-装扮代付,二维码截图已保存至相册,0429更新待译,,,,,,,,,,
30287,商城索要-装扮代付,链接已复制到粘贴板,0429更新待译,,,,,,,,,,
